,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 1397 n. highland ave. ',atlanta,42.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',atlanta,84.0,` indigo coastal grill ',404-240-1984,eclectic,0
1,' 1397 n. highland ave. ',atlanta,82.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',atlanta,84.0,` indigo coastal grill ',404-876-0676,eclectic,0
2,' 1397 n. highland ave. ',atlanta,494.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',pasadena,84.0,` indigo coastal grill ',404-876-0676,eclectic,0
3,' 1915 fillmore st. ',atlanta,84.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',atlanta,5.0,` indigo coastal grill ',404-876-0676,eclectic,0
4,' 1397 n. highland ave. ',atlanta,501.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',atlanta,7.0,` indigo coastal grill ',404-876-0676,eclectic,0
5,' 1397 n. highland ave. ',atlanta,70.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',atlanta,84.0,` indigo coastal grill ',404-876-0676,eclectic,0
6,' 1397 n. highland ave. ',atlanta,84.0,` indigo coastal grill ',404/261 -8186,caribbean,' 1397 n. highland ave. ',atlanta,665.0,` indigo coastal grill ',404-876-0676,eclectic,0
7,' 1397 n. highland ave. ',atlanta,76.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',atlanta,84.0,` indigo coastal grill ',404-876-0676,scandinavian,0
8,' 1397 n. highland ave. ',atlanta,405.0,` indigo coastal grill ',213/857 -0034,caribbean,' 1397 n. highland ave. ',atlanta,84.0,` indigo coastal grill ',404-876-0676,eclectic,0
9,' 1397 n. highland ave. ',atlanta,128.0,` indigo coastal grill ',404/876 -0676,caribbean,' 1397 n. highland ave. ',atlanta,623.0,` indigo coastal grill ',404-876-0676,eclectic,0
