,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,True Colors,Naughty Boy,2014 Warner Bros. . Records Inc.,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,6-May-14,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven )",4:31,Hotel Cabana [ Explicit ],Naughty Boy,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Pop,$ 1.29,"May 6 , 2014",Wonder [ feat . Emeli SandÌ © ],4:09,1
1,Hotel Cabana ( Deluxe Version ),Disclosure,2015 Warner Bros. . Records Inc.,"Alternative , Music , Rock , Adult Alternative",$ 1.29,6-May-14,Lifted ( feat . Emeli Sand ' © & Professor Green ),4:03,Hotel Cabana [ Explicit ],Naughty Boy,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Pop,$ 1.29,"May 6 , 2014",Wonder [ feat . Emeli SandÌ © ],4:32,1
2,Hotel Cabana ( Deluxe Version ),Naughty Boy,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,12-Dec-11,Anything Goes,4:15,Hotel Cabana [ Explicit ],Naughty Boy,( C ) 2015 Interscope Records,Pop,$ 1.29,"May 6 , 2014",Stranger Inside,3:27,1
3,One Love ( Deluxe Version ),Naughty Boy,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,7-Jul-14,Lifted ( feat . Emeli Sand ' © & Professor Green ),4:12,Last Train To Paris [ Explicit ],Mark Ronson,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Pop,$ 1.29,"May 6 , 2014",Wonder [ feat . Emeli SandÌ © ],4:03,1
4,Hotel Cabana ( Deluxe Version ),Naughty Boy,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,6-May-14,X2CU,4:15,Hotel Cabana [ Explicit ],Naughty Boy,2011 Because Music,Pop,$ 1.29,"June 30 , 2015",45,3:27,1
5,One Love ( Deluxe Version ),Naughty Boy,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,7-Jul-14,Lifted ( feat . Emeli Sand ' © & Professor Green ),4:12,Last Train To Paris [ Explicit ],Naughty Boy,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Pop,$ 1.29,"May 6 , 2014",Wonder [ feat . Emeli SandÌ © ],4:03,1
6,Hotel Cabana ( Deluxe Version ),Naughty Boy,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,6-May-14,Cameras,4:15,Hotel Cabana [ Explicit ],Naughty Boy,( c ) 2015 Karaoke Freaks,Pop,$ 1.29,"May 6 , 2014",Stranger Inside,3:38,1
7,Hotel Cabana ( Deluxe Version ),Naughty Boy,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.99,6-May-14,Cameras,4:15,Hotel Cabana [ Explicit ],Naughty Boy,( c ) 2015 Karaoke Freaks,Pop,$ 1.29,"May 6 , 2014",Stranger Inside,3:38,1
8,Hotel Cabana ( Deluxe Version ),Naughty Boy,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,6-May-14,X2CU,4:15,Hotel Cabana [ Explicit ],Naughty Boy,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Pop,$ 1.29,"June 30 , 2015",45,3:27,1
9,Hotel Cabana ( Deluxe Version ),Naughty Boy,2015 Warner Bros. . Records Inc.,"Alternative , Music , Rock , Adult Alternative",$ 1.29,6-May-14,Lifted ( feat . Emeli Sand ' © & Professor Green ),4:03,Hotel Cabana [ Explicit ],Naughty Boy,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Pop,$ 1.29,"May 6 , 2014",Wonder [ feat . Emeli SandÌ © ],4:32,1
