,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,printers,nan,32.88,kodak esp 3250 all-in-one printer value bundle,kodak,batteries chargers accessories,nan,16.87,kodak esp 7 all-in-one printer,1
1,nan,digital cameras,nan,0.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,149.29,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
2,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,19.0,icon-icon4-blk neoprene notebook sleeve black,1
3,nan,digital cameras,nan,0.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,149.29,kodak esp 7 all-in-one printer,1
4,ifrogz,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,149.29,kodak esp 7 all-in-one printer,1
5,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,149.29,pny 4gb class 4 navy sd card,1
6,nan,printers,nan,58.0,clickfree c2 500gb usb 3.0 portable external hard drive,kodak,nan,nan,149.29,kodak esp 7 all-in-one printer,1
7,nan,digital cameras,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,149.29,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
8,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,mayline,all-in-one printers,nan,149.29,da-glas base rear projection screen - 70 x 70 av format,1
9,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,149.29,icon-icon4-blk neoprene notebook sleeve black,1
