,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,outcome
0,sony alpha digital slr black camera body dslra350,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,nan,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,399.0,0
1,sony alpha digital slr black camera body dslra350,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,nan,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,106.42,0
2,sony alpha digital slr black camera body dslra350,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,599.0,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,106.42,0
3,sony alpha digital slr black camera body dslra350,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,nan,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,106.42,0
4,sony alpha digital slr black camera body dslra350,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,599.0,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,106.42,1
5,sony alpha digital slr black camera body dslra350,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,139.0,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,106.42,0
6,lg 14 ' washer and dryer red pedestal with drawer wdp3r,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,89.0,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,639.95,0
7,sony alpha digital slr black camera body dslra350,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,139.0,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,461.96,0
8,sony alpha digital slr black camera body dslra350,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,89.0,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,399.0,0
9,sony alpha digital slr black camera body dslra350,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,39.95,canon pixma mx700 multifunction photo printer 2186b002,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,144.05,0
