,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 402 w. 44th st. ',` new york ',37.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',623.0,` island spice ',212-765-1737,` hot dogs ',0
1,' 402 w. 44th st. ',` new york ',37.0,` island spice ',212/765 -1737,` tel caribbean ',' 200 e. fremont st. ',` new york city ',667.0,` island spice ',212-765-1737,caribbean,0
2,' 402 w. 44th st. ',` new york ',448.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',37.0,` island spice ',212-765-1737,caribbean,0
3,' 402 w. 44th st. ',` new york ',37.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',90.0,` island spice ',212-765-1737,caribbean,0
4,' 402 w. 44th st. ',` new york ',37.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',728.0,` pink \ 's famous chili dogs ',212-765-1737,caribbean,0
5,' 402 w. 44th st. ',` new york ',37.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',675.0,` pink \ 's famous chili dogs ',212-765-1737,caribbean,0
6,' 402 w. 44th st. ',` new york ',37.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',38.0,` island spice ',212-765-1737,caribbean,0
7,' 402 w. 44th st. ',` new york ',90.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',37.0,` second street grill ',212-765-1737,caribbean,0
8,' 402 w. 44th st. ',atlanta,406.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` new york city ',37.0,` island spice ',212-765-1737,caribbean,0
9,' 402 w. 44th st. ',` new york ',325.0,` island spice ',212/765 -1737,` tel caribbean ',' 402 w. 44th st. ',` san francisco ',37.0,` island spice ',212-765-1737,caribbean,0
