,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,digital cameras,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title',)",['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak'],['nokia n8 12mp camera gsm phone green unlocked nokia n8 green'],0.18877178,0.81122816,2
47,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,digital cameras,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan]",0.2795054,0.7204946,2
22,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red,digital cameras,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title',)",['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak'],['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red'],0.20670648,0.79329354,2
23,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red,,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras']","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red', nan]",0.19378118,0.8062188,2
24,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red,digital cameras,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red', nan]",0.20670648,0.79329354,2
25,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red,digital cameras,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'm552pink']","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red', nan]",0.20539725,0.79460275,2
26,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red,digital cameras,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 94.54]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red', nan]",0.2641241,0.7358759,2
46,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras']","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan]",0.20552097,0.7944791,2
61,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,digital cameras,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title',)",['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak'],['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88'],0.08793964,0.9120604,2
49,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,digital cameras,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 94.54]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan]",0.24279833,0.7572017,2
62,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,mice,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras']","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', 'mice']",0.11577189,0.88422805,2
64,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,digital cameras,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'm552pink']","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', nan]",0.13722666,0.86277336,2
65,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,digital cameras,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 94.54]","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', nan]",0.12352963,0.8764704,2
45,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,digital cameras,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title',)",['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak'],['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras'],0.27950564,0.7204944,2
4,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,digital cameras,,m552pink,449.92,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 94.54]","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', 449.92]",0.17445308,0.825547,2
3,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,digital cameras,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'm552pink']","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', nan]",0.18435152,0.8156485,2
2,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,digital cameras,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan]","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', nan]",0.18877178,0.81122816,2
1,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,prepaid wireless phones,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras']","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', 'prepaid wireless phones']",0.2886381,0.7113618,2
63,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,digital cameras,digital innovations,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan]","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', 'digital innovations']",0.20688552,0.7931144,2
48,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,digital cameras,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'm552pink']","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan]",0.2415646,0.7584354,2
40,m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 94.54]","['m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95', nan, nan]",0.40817797,0.591822,3
53,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,digital cameras,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan, 'm552pink']","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan, nan]",0.2415646,0.7584354,3
51,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 'm552pink']","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan, nan]",0.18079762,0.8192024,3
52,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 94.54]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan, nan]",0.18583101,0.814169,3
39,m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 'm552pink']","['m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95', nan, nan]",0.46236384,0.5376362,3
54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,digital cameras,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan, 94.54]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan, nan]",0.24279833,0.7572017,3
55,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,digital cameras,,,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_modelno', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'm552pink', 94.54]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan, nan]",0.20658109,0.79341894,3
70,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,digital cameras,,,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_modelno', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'm552pink', 94.54]","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', nan, nan]",0.19045173,0.80954826,3
66,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,mice,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 'm552pink']","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', 'mice', nan]",0.12945461,0.8705453,3
67,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,mice,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 94.54]","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', 'mice', nan]",0.13212767,0.8678723,3
50,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras,,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_brand')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', nan]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras', nan, nan]",0.20552094,0.7944791,3
68,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,digital cameras,digital innovations,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan, 'm552pink']","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', 'digital innovations', nan]",0.13706972,0.86293024,3
69,micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88,digital cameras,digital innovations,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan, 94.54]","['micro innovations 4230300 easyglide travel wired optical mouse 4230300 10.88', 'digital innovations', nan]",0.11190676,0.88809323,3
17,14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 94.54]","['14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95', nan, nan]",0.40817797,0.591822,3
31,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red,digital cameras,,m552pink,,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan, 94.54]","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red', nan, nan]",0.2641241,0.7358759,3
5,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,prepaid wireless phones,,m552pink,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_brand')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', nan]","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', 'prepaid wireless phones', nan]",0.2886381,0.7113618,3
6,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,prepaid wireless phones,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 'm552pink']","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', 'prepaid wireless phones', nan]",0.31425607,0.6857439,3
7,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,prepaid wireless phones,,m552pink,449.92,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_category', 'ltable_price')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', 'digital cameras', 94.54]","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', 'prepaid wireless phones', 449.92]",0.32412648,0.6758735,3
8,nokia n8 12mp camera gsm phone green unlocked nokia n8 green,digital cameras,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan, 'm552pink']","['nokia n8 12mp camera gsm phone green unlocked nokia n8 green', nan, nan]",0.18435152,0.8156485,3
30,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red,digital cameras,,,94.54,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,,,,,"('ltable_title', 'ltable_brand', 'ltable_modelno')","['kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak', nan, 'm552pink']","['kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red', nan, nan]",0.20539725,0.79460275,3
