,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,"vizard -- an innovative tool for video navigation , retrieval and editing","i solis , k obraczka",proceedings of the 23rd workshop of pva &#39; multimedia and,,"('rtable_title', 'rtable_venue')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['vizard -- an innovative tool for video navigation , retrieval and editing', 'proceedings of the 23rd workshop of pva &#39; multimedia and']",0.48534814,0.51465183,2
15,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,"using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0","i solis , k obraczka",,,"('rtable_title', 'rtable_year')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0', nan]",0.25587317,0.74412674,2
4,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina,"i solis , k obraczka",,,"('rtable_title',)",['in-network aggregation trade-offs for data collection in wireless sensor networks'],['an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina'],0.21715276,0.7828472,2
5,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina,"h li , s bouaziz , f devos",,,"('rtable_title', 'rtable_authors')","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'i solis , k obraczka']","['an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina', 'h li , s bouaziz , f devos']",0.049190912,0.95080906,2
6,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina,"i solis , k obraczka",,,"('rtable_title', 'rtable_venue')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina', nan]",0.21715394,0.78284603,2
7,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina,"i solis , k obraczka",,,"('rtable_title', 'rtable_year')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['an embedded system for autonomous collision avoidance and line tracking using artificial cmos retina', nan]",0.21715394,0.78284603,2
14,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,"using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0","i solis , k obraczka","bt technology journal ,",,"('rtable_title', 'rtable_venue')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0', 'bt technology journal ,']",0.106210954,0.89378905,2
13,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,"using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0",,,,"('rtable_title', 'rtable_authors')","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'i solis , k obraczka']","['using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0', nan]",0.2889174,0.7110826,2
12,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,"using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0","i solis , k obraczka",,,"('rtable_title',)",['in-network aggregation trade-offs for data collection in wireless sensor networks'],"['using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0']",0.25587317,0.74412674,2
17,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,"using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'i solis , k obraczka', nan]","['using programmable network management techniques to establish experimental networking testbeds a hughes , w emmerich 2003.0', nan, nan]",0.2889174,0.7110826,3
