,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,usb drives,sony,sf16n4/tqp,11.58,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,car audio video,pny,p-sdhc4g4-ef / navy,21.99,0
1,srs labs analog rca volume leveler,usb drives,sony,fva2773,0.0,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,car audio video,pny,301908,11.18,0
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,apc,p-sdhc4g4-ef / navy,11.18,0
3,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,cases,canon,p-sdhc4g4-ef / navy,11.18,0
4,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,usb drives,sony,sf16n4/tqp,0.0,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,car audio video,pny,p-sdhc4g4-ef / navy,11.18,0
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,avf,a362-12cp,11.18,0
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,sony,sf16n4/tqp,0.0,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,car audio video,arrowmounts,p-sdhc4g4-ef / navy,64.24,0
7,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,mp3 accessories,sony,sf16n4/tqp,0.0,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,car audio video,pny,p-sdhc4g4-ef / navy,11.18,0
8,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,orbital,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,apc,p-sdhc4g4-ef / navy,11.18,0
9,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,printers,sony,sf16n4/tqp,0.0,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,car audio video,evga,p-sdhc4g4-ef / navy,11.18,0
