,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title',)",['pny 4gb class 4 navy sd card'],['corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit'],0.12714213,0.8728579,2
32,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,computers accessories,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_category')","['pny 4gb class 4 navy sd card', 'car audio video']","['corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory', 'computers accessories']",0.1275402,0.87245977,2
33,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,car audio video,corsair,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_brand')","['pny 4gb class 4 navy sd card', 'pny']","['corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory', 'corsair']",0.1644254,0.83557457,2
34,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,car audio video,pny,vs4gbkit800d2,11.18,"('rtable_title', 'rtable_modelno')","['pny 4gb class 4 navy sd card', 'p-sdhc4g4-ef / navy']","['corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory', 'vs4gbkit800d2']",0.24152584,0.75847423,2
35,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,car audio video,pny,p-sdhc4g4-ef / navy,44.99,"('rtable_title', 'rtable_price')","['pny 4gb class 4 navy sd card', 11.18]","['corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory', 44.99]",0.09066553,0.9093345,2
52,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title',)",['pny 4gb class 4 navy sd card'],['corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory'],0.20127502,0.798725,2
53,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory,computers accessories,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_category')","['pny 4gb class 4 navy sd card', 'car audio video']","['corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory', 'computers accessories']",0.19251193,0.8074881,2
54,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory,car audio video,corsair,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_brand')","['pny 4gb class 4 navy sd card', 'pny']","['corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory', 'corsair']",0.2672018,0.73279816,2
55,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory,car audio video,pny,vs1gsds400,11.18,"('rtable_title', 'rtable_modelno')","['pny 4gb class 4 navy sd card', 'p-sdhc4g4-ef / navy']","['corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory', 'vs1gsds400']",0.15116344,0.8488365,2
31,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title',)",['pny 4gb class 4 navy sd card'],['corsair memory vs4gbkit800d2 4 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory'],0.23601514,0.76398486,2
56,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory,car audio video,pny,p-sdhc4g4-ef / navy,32.0,"('rtable_title', 'rtable_price')","['pny 4gb class 4 navy sd card', 11.18]","['corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory', 32.0]",0.39307144,0.6069286,2
68,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,v7 16gb micro sd memory card with sd adapter,blank media,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_category')","['pny 4gb class 4 navy sd card', 'car audio video']","['v7 16gb micro sd memory card with sd adapter', 'blank media']",0.14862368,0.85137635,2
69,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,v7 16gb micro sd memory card with sd adapter,car audio video,v7,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_brand')","['pny 4gb class 4 navy sd card', 'pny']","['v7 16gb micro sd memory card with sd adapter', 'v7']",0.42292535,0.57707465,2
70,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,v7 16gb micro sd memory card with sd adapter,car audio video,pny,vamsdh16gcl2r-1n,11.18,"('rtable_title', 'rtable_modelno')","['pny 4gb class 4 navy sd card', 'p-sdhc4g4-ef / navy']","['v7 16gb micro sd memory card with sd adapter', 'vamsdh16gcl2r-1n']",0.056945942,0.943054,2
71,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,v7 16gb micro sd memory card with sd adapter,car audio video,pny,p-sdhc4g4-ef / navy,26.13,"('rtable_title', 'rtable_price')","['pny 4gb class 4 navy sd card', 11.18]","['v7 16gb micro sd memory card with sd adapter', 26.13]",0.08108693,0.9189131,2
83,pny 4gb micro swivel attache flash drive,usb drives,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title',)",['sony 16gb class 4 sd memory card'],['pny 4gb micro swivel attache flash drive'],0.4914047,0.5085953,2
84,pny 4gb micro swivel attache flash drive,printers,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title', 'ltable_category')","['sony 16gb class 4 sd memory card', 'usb drives']","['pny 4gb micro swivel attache flash drive', 'printers']",0.33330607,0.6666939,2
85,pny 4gb micro swivel attache flash drive,usb drives,sony,,0.0,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title', 'ltable_modelno')","['sony 16gb class 4 sd memory card', 'sf16n4/tqp']","['pny 4gb micro swivel attache flash drive', nan]",0.45041513,0.5495849,2
86,pny 4gb micro swivel attache flash drive,usb drives,sony,sf16n4/tqp,9.84,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title', 'ltable_price')","['sony 16gb class 4 sd memory card', 0.0]","['pny 4gb micro swivel attache flash drive', 9.84]",0.33276355,0.66723645,2
67,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,v7 16gb micro sd memory card with sd adapter,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title',)",['pny 4gb class 4 navy sd card'],['v7 16gb micro sd memory card with sd adapter'],0.21724054,0.7827595,2
22,pny 4gb mini flash drive,usb drives,sony,sf16n4/tqp,12.88,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title', 'ltable_price')","['sony 16gb class 4 sd memory card', 0.0]","['pny 4gb mini flash drive', 12.88]",0.04480176,0.9551982,2
48,msi ati radeon hd6670 1gb ddr5 pci-express video card,electronics - general,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title', 'ltable_category')","['sony 16gb class 4 sd memory card', 'usb drives']","['msi ati radeon hd6670 1gb ddr5 pci-express video card', 'electronics - general']",0.38417003,0.61582994,2
20,pny 4gb mini flash drive,usb drives,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title', 'ltable_category')","['sony 16gb class 4 sd memory card', 'usb drives']","['pny 4gb mini flash drive', 'usb drives']",0.20683342,0.79316664,2
21,pny 4gb mini flash drive,usb drives,sony,p-fd4gb / mini-efm1,0.0,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title', 'ltable_modelno')","['sony 16gb class 4 sd memory card', 'sf16n4/tqp']","['pny 4gb mini flash drive', 'p-fd4gb / mini-efm1']",0.3920749,0.6079251,2
1,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit,computers accessories,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_category')","['pny 4gb class 4 navy sd card', 'car audio video']","['corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit', 'computers accessories']",0.116577715,0.8834223,2
2,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit,car audio video,pny,vs4gsds800d2,11.18,"('rtable_title', 'rtable_modelno')","['pny 4gb class 4 navy sd card', 'p-sdhc4g4-ef / navy']","['corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit', 'vs4gsds800d2']",0.10418337,0.8958166,2
19,pny 4gb mini flash drive,usb drives,sony,sf16n4/tqp,0.0,pny 4gb class 4 navy sd card,car audio video,pny,p-sdhc4g4-ef / navy,11.18,"('ltable_title',)",['sony 16gb class 4 sd memory card'],['pny 4gb mini flash drive'],0.20683342,0.79316664,2
3,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit,car audio video,pny,p-sdhc4g4-ef / navy,64.99,"('rtable_title', 'rtable_price')","['pny 4gb class 4 navy sd card', 11.18]","['corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit', 64.99]",0.24770157,0.7522985,2
11,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,sony hvlf20am ttl digital flash for sony alpha digital slr cameras,accessories,pny,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_category')","['pny 4gb class 4 navy sd card', 'car audio video']","['sony hvlf20am ttl digital flash for sony alpha digital slr cameras', 'accessories']",0.22587754,0.7741225,2
57,sony 16gb class 4 sd memory card,usb drives,sony,sf16n4/tqp,0.0,corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory,computers accessories,corsair,p-sdhc4g4-ef / navy,11.18,"('rtable_title', 'rtable_category', 'rtable_brand')","['pny 4gb class 4 navy sd card', 'car audio video', 'pny']","['corsair memory vs1gsds400 1 gb pc3200 400hz 200-pin ddr sodimm laptop memory', 'computers accessories', 'corsair']",0.27796525,0.7220347,3
