,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',22.0,` chinois on main ',310-392-9025,` pacific new wave ',1
1,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 10801 w. pico blvd. ',` santa monica ',749.0,` chinois on main ',310-392-9025,` pacific new wave ',1
2,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',749.0,` chinois on main ',818-585-0855,` pacific new wave ',1
3,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',74.0,` indigo coastal grill ',310-392-9025,` pacific new wave ',1
4,' 3110 main st. ',` san francisco ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',22.0,` chinois on main ',310-392-9025,` pacific new wave ',1
5,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',534.0,` chinois on main ',702-385-6277,` pacific new wave ',1
6,' 9255 sunset blvd. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',74.0,` chinois on main ',310-392-9025,` pacific new wave ',1
7,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',queens,84.0,` chinois on main ',310-392-9025,` pacific new wave ',1
8,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',84.0,` chinois on main ',310-392-9025,` pacific new wave ',1
9,' 3110 main st. ',` los angeles ',162.0,` schatzi on main ',310/399 -4800,continental,' 2709 main st. ',` santa monica ',74.0,` chinois on main ',702-893-0703,` pacific new wave ',1
