,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,5,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,"('ltable_class',)",[162],[5],0.48585230112075806,0.5141476988792419,2
818,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',162,"('rtable_class',)",[5],[162],0.395018994808197,0.604981005191803,2
819,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',162,"('rtable_name', 'rtable_class')","[""` chinois on main '"", 5]","[""` schatzi on main '"", 162]",0.3807699680328369,0.6192300319671631,2
820,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',main st. ',` santa monica ',310-392-9025,` pacific new wave ',162,"('rtable_addr', 'rtable_class')","[""' 2709 main st. '"", 5]","[""main st. '"", 162]",0.39334315061569214,0.6066568493843079,2
821,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',' 2709 main st. ',` los angeles ',310-392-9025,` pacific new wave ',162,"('rtable_city', 'rtable_class')","[""` santa monica '"", 5]","[""` los angeles '"", 162]",0.3802076578140259,0.6197923421859741,2
822,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',' 2709 main st. ',` santa monica ',310/399 -4800,` pacific new wave ',162,"('rtable_phone', 'rtable_class')","['310-392-9025', 5]","['310/399 -4800', 162]",0.3624412417411804,0.6375587582588196,2
823,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,continental,162,"('rtable_res_type', 'rtable_class')","[""` pacific new wave '"", 5]","['continental', 162]",0.39656543731689453,0.6034345626831055,2
850,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',162,"('rtable_class',)",[5],[162],0.39468497037887573,0.6053150296211243,2
281,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,36,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,"('ltable_class',)",[162],[36],0.39069849252700806,0.6093015074729919,2
851,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',162,"('rtable_name', 'rtable_class')","[""` chinois on main '"", 5]","[""` schatzi on main '"", 162]",0.3807699680328369,0.6192300319671631,2
853,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',' 2709 main st. ',` los angeles ',310-392-9025,` pacific new wave ',162,"('rtable_city', 'rtable_class')","[""` santa monica '"", 5]","[""` los angeles '"", 162]",0.3802076578140259,0.6197923421859741,2
