,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,7.0 cu .,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['7.0 cu .'],0.058239102363586426,0.9417608976364136,2
30,7.0,,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_description')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', 'lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish']","['7.0', nan]",0.04526925086975098,0.954730749130249,2
31,7.0,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['7.0', 479.0]",0.07949560880661011,0.9205043911933899,2
33,electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['electric dryer med5900tw'],0.05419492721557617,0.9458050727844238,2
35,electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['electric dryer med5900tw', 479.0]",0.06399750709533691,0.9360024929046631,2
37,delonghi oil filters fk8,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['delonghi oil filters fk8'],0.12759488821029663,0.8724051117897034,2
38,delonghi oil filters fk8,delonghi oil filters fk8 made for use with d895ux 3 pack,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_description')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', 'lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish']","['delonghi oil filters fk8', 'delonghi oil filters fk8 made for use with d895ux 3 pack']",0.07285803556442261,0.9271419644355774,2
39,delonghi oil filters fk8,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,18.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['delonghi oil filters fk8', 18.0]",0.062146127223968506,0.9378538727760315,2
41,uniden dect 6.0 digital accessory handset dcx300,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,34.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['uniden dect 6.0 digital accessory handset dcx300', 34.0]",0.44408726692199707,0.5559127330780029,2
43,belkin hi-speed usb 2.0 7-port hub f5u237apls,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,49.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['belkin hi-speed usb 2.0 7-port hub f5u237apls', 49.0]",0.37231945991516113,0.6276805400848389,2
45,delonghi twenty four seven coffee maker in black dc50b,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,22.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['delonghi twenty four seven coffee maker in black dc50b', 22.0]",0.3474498987197876,0.6525501012802124,2
