,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,a language based multidatabase system,"e kќhn , t tschernko , k schwarz",sigmod conference,1994.0,a language based multidatabase system,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('rtable_title',)",['a classification of multi-database languages'],['a language based multidatabase system'],0.06765925884246826,0.9323407411575317,2
218,a classification of multi-database languages,"e kќhn , t tschernko , k schwarz","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title', 'ltable_venue')","['a language based multidatabase system', 'sigmod conference']","['a classification of multi-database languages', 'parallel and distributed information systems , 1994. , & hellip ; ,']",0.09629148244857788,0.9037085175514221,2
219,a classification of multi-database languages,"e kќhn , t tschernko , k schwarz",sigmod conference,1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title', 'ltable_year')","['a language based multidatabase system', 1994.0]","['a classification of multi-database languages', 1994.0]",0.07504791021347046,0.9249520897865295,2
224,a classification of multi-database languages,"e kќhn , t tschernko , k schwarz",sigmod conference,1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title',)",['a language based multidatabase system'],['a classification of multi-database languages'],0.07373231649398804,0.926267683506012,2
225,a classification of multi-database languages,san jose,sigmod conference,1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title', 'ltable_authors')","['a language based multidatabase system', 'e kќhn , t tschernko , k schwarz']","['a classification of multi-database languages', 'san jose']",0.05202662944793701,0.947973370552063,2
226,a classification of multi-database languages,"e kќhn , t tschernko , k schwarz","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title', 'ltable_venue')","['a language based multidatabase system', 'sigmod conference']","['a classification of multi-database languages', 'parallel and distributed information systems , 1994. , & hellip ; ,']",0.09330213069915771,0.9066978693008423,2
227,a classification of multi-database languages,"e kќhn , t tschernko , k schwarz",sigmod conference,1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title', 'ltable_year')","['a language based multidatabase system', 1994.0]","['a classification of multi-database languages', 1994.0]",0.07373231649398804,0.926267683506012,2
232,a classification of multi-database languages,"e kќhn , t tschernko , k schwarz",sigmod conference,1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title',)",['a language based multidatabase system'],['a classification of multi-database languages'],0.07373231649398804,0.926267683506012,2
233,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca",sigmod conference,1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title', 'ltable_authors')","['a language based multidatabase system', 'e kќhn , t tschernko , k schwarz']","['a classification of multi-database languages', 'm tresch , mh scholl , ibmar center , ca']",0.055521249771118164,0.9444787502288818,2
234,a classification of multi-database languages,"e kќhn , t tschernko , k schwarz","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,a classification of multi-database languages,"m tresch , mh scholl , ibmar center , ca san jose","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0,"('ltable_title', 'ltable_venue')","['a language based multidatabase system', 'sigmod conference']","['a classification of multi-database languages', 'parallel and distributed information systems , 1994. , & hellip ; ,']",0.09773647785186768,0.9022635221481323,2
