,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a database system for real-time event aggregation in telecommunication,sv rajnikant,,,"('rtable_title',)",['keyword search in databases'],['a database system for real-time event aggregation in telecommunication'],0.015715655,0.9842844,2
1,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a database system for real-time event aggregation in telecommunication,"j baulier , s blott , hf korth , a silberschatz",,,"('rtable_title', 'rtable_authors')","['keyword search in databases', 'sv rajnikant']","['a database system for real-time event aggregation in telecommunication', 'j baulier , s blott , hf korth , a silberschatz']",0.0023921793,0.9976078,2
2,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a database system for real-time event aggregation in telecommunication,sv rajnikant,"proceedings of the international conference on very large & hellip ; ,",,"('rtable_title', 'rtable_venue')","['keyword search in databases', nan]","['a database system for real-time event aggregation in telecommunication', 'proceedings of the international conference on very large & hellip ; ,']",0.029933859,0.97006613,2
3,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a database system for real-time event aggregation in telecommunication,sv rajnikant,,1998.0,"('rtable_title', 'rtable_year')","['keyword search in databases', nan]","['a database system for real-time event aggregation in telecommunication', 1998.0]",0.011860171,0.98813987,2
14,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a topological data model for spatial databases,"j jackson , m egenhofer , a frank",,,"('rtable_title', 'rtable_authors')","['keyword search in databases', 'sv rajnikant']","['a topological data model for spatial databases', 'j jackson , m egenhofer , a frank']",0.01696992,0.98303014,2
7,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a classification of update methods for replicated databases for replicated databases,"s ceri , m houtsma , a keller , p samarati",,,"('rtable_title', 'rtable_authors')","['keyword search in databases', 'sv rajnikant']","['a classification of update methods for replicated databases for replicated databases', 's ceri , m houtsma , a keller , p samarati']",0.04337243,0.9566276,2
11,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a bounded retransmission protocol for large data packetsâ ?? a case study in computer checked,"jf groote , j van de pol",,,"('rtable_title', 'rtable_authors')","['keyword search in databases', 'sv rajnikant']","['a bounded retransmission protocol for large data packetsâ ?? a case study in computer checked', 'jf groote , j van de pol']",0.2044043,0.79559565,2
15,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a topological data model for spatial databases,"j jackson , m egenhofer , a frank","proc . acm sigmod ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['keyword search in databases', 'sv rajnikant', nan]","['a topological data model for spatial databases', 'j jackson , m egenhofer , a frank', 'proc . acm sigmod ,']",0.035339233,0.96466076,3
12,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a bounded retransmission protocol for large data packetsâ ?? a case study in computer checked,"jf groote , j van de pol",,,"('rtable_title', 'rtable_authors', 'rtable_year')","['keyword search in databases', 'sv rajnikant', nan]","['a bounded retransmission protocol for large data packetsâ ?? a case study in computer checked', 'jf groote , j van de pol', nan]",0.2044043,0.79559565,3
8,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,a classification of update methods for replicated databases for replicated databases,"s ceri , m houtsma , a keller , p samarati",,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['keyword search in databases', 'sv rajnikant', nan]","['a classification of update methods for replicated databases for replicated databases', 's ceri , m houtsma , a keller , p samarati', nan]",0.04337243,0.9566276,3
