,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,lacie formoa 15 macbook carrying case black,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white'],['lacie formoa 15 macbook carrying case black'],0,0,0.85760576,0.14239423,2
28,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,blank media,mayline,,134.45,"('rtable_category',)",['laminating supplies'],['blank media'],0,0,0.95515513,0.04484486,2
27,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,verbatim 95145 4.7 gb up to16x white inkjet printable recordable disc dvd r 100 disc spindle,laminating supplies,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white'],['verbatim 95145 4.7 gb up to16x white inkjet printable recordable disc dvd r 100 disc spindle'],0,0,0.9040315,0.09596842,2
26,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,79.99,"('rtable_price',)",[134.45],[79.99],0,0,0.87080896,0.12919101,2
25,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,wdbacw0010hbk-nesn,134.45,"('rtable_modelno',)",[nan],['wdbacw0010hbk-nesn'],0,0,0.9996282,0.00037179387,2
24,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,western digital,,134.45,"('rtable_brand',)",['mayline'],['western digital'],0,0,0.7495387,0.2504613,2
23,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,external hard drives,mayline,,134.45,"('rtable_category',)",['laminating supplies'],['external hard drives'],0,0,0.9867176,0.013282377,2
22,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('rtable_modelno',)",[nan],[nan],0,0,0.9762046,0.023795454,2
21,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,office electronics,mayline,,134.45,"('rtable_category',)",['laminating supplies'],['office electronics'],0,0,0.6497802,0.35021982,2
20,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,7.98,"('rtable_price',)",[134.45],[7.98],0,0,0.9651488,0.034851164,2
19,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,f3l900-07-ice-s,134.45,"('rtable_modelno',)",[nan],['f3l900-07-ice-s'],0,0,0.99962056,0.00037946814,2
18,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,modem cables,mayline,,134.45,"('rtable_category',)",['laminating supplies'],['modem cables'],0,0,0.98234874,0.017651241,2
17,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,9.99,"('rtable_price',)",[134.45],[9.99],0,0,0.94726646,0.052733522,2
16,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,amu59us,134.45,"('rtable_modelno',)",[nan],['amu59us'],0,0,0.99946016,0.000539789,2
29,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,95145,134.45,"('rtable_modelno',)",[nan],['95145'],0,0,0.9980641,0.0019359308,2
15,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,targus amu59us kaleidoscope optical mouse,laminating supplies,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white'],['targus amu59us kaleidoscope optical mouse'],0,0,0.94829464,0.05170531,2
13,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('rtable_category',)",['laminating supplies'],['laminating supplies'],0,0,0.9593501,0.04064995,2
12,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,59.0,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_price',)",[239.88],[59.0],0,0,0.7220375,0.2779625,2
11,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,startech,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_brand',)",['balt'],['startech'],0,0,0.71596915,0.28403082,2
10,,balt wheasel easel adjustable melamine dry erase board white,electronics - general,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_category',)",['stationery & office machinery'],['electronics - general'],0,0,0.99563783,0.004362246,2
9,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,11.7,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_price',)",[239.88],[11.7],0,0,0.97945946,0.020540485,2
8,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_category',)",['stationery & office machinery'],['stationery & office machinery'],0,0,0.70075536,0.2992446,2
7,,innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white'],['innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack'],0,0,0.89900315,0.10099692,2
6,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,12.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_price',)",[239.88],[12.88],0,0,0.96551293,0.034487117,2
5,,balt wheasel easel adjustable melamine dry erase board white,electronics - general,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_category',)",['stationery & office machinery'],['electronics - general'],0,0,0.99563783,0.004362246,2
4,,read right keyboardkleen kit 2.5 oz . pump spray,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white'],['read right keyboardkleen kit 2.5 oz . pump spray'],0,0,0.92745084,0.07254922,2
3,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,15.0,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_price',)",[239.88],[15.0],0,0,0.973937,0.026063027,2
2,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,lacie,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_brand',)",['balt'],['lacie'],0,0,0.7479386,0.25206146,2
1,,balt wheasel easel adjustable melamine dry erase board white,electronics - general,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('ltable_category',)",['stationery & office machinery'],['electronics - general'],0,0,0.99563783,0.004362246,2
14,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,134.45,"('rtable_modelno',)",[nan],[nan],0,0,0.9762046,0.023795454,2
30,,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,laminating supplies,mayline,,34.98,"('rtable_price',)",[134.45],[34.98],0,0,0.908765,0.09123505,2
