,explanation,type,latency,match,label,row,prediction
0,"{'ltable_addr': 0.2124247505195204, 'ltable_city': -0.03717010424883338, 'ltable_class': -0.0030177443479491237, 'ltable_name': 0.017542765203387704, 'ltable_phone': 0.10492013185096404, 'ltable_res_type': 0.04511013595572358, 'rtable_addr': 0.1199435289143347, 'rtable_city': 0.03823675163602919, 'rtable_class': 0.10133677892805266, 'rtable_name': 0.19495277811261677, 'rtable_phone': 0.15859500006907323, 'rtable_res_type': 0.1862039415687765}",landmark,206.923269087,0.0,0.0,6-230,[9.996785e-01 3.214822e-04]
1,"{'ltable_addr': -1.2398829184729497e-08, 'ltable_city': -1.2523015447025356e-05, 'ltable_class': -5.329173017354412e-06, 'ltable_name': -5.273558930886079e-05, 'ltable_phone': -1.596467284795089e-05, 'ltable_res_type': -4.948158771284472e-06, 'rtable_addr': 3.0682681778235947e-06, 'rtable_city': -1.3464990689785478e-05, 'rtable_class': -1.1432156632748047e-06, 'rtable_name': -1.8113859667756565e-05, 'rtable_phone': -2.8102382582458575e-06, 'rtable_res_type': 3.1595086621147296e-06}",landmark,207.42188795600032,1.0,1.0,22-240,[0.00236951 0.9976305 ]
2,"{'ltable_addr': -0.014696047768925411, 'ltable_city': 0.07395632028520763, 'ltable_class': 0.07371795618562817, 'ltable_name': 0.04721880411835187, 'ltable_phone': 0.12489627028018824, 'ltable_res_type': 0.016993864759956248, 'rtable_addr': 0.22498245374384138, 'rtable_city': 0.030810098532693467, 'rtable_class': 0.10442104843551109, 'rtable_name': 0.32057805424579267, 'rtable_phone': 0.2520558872605344, 'rtable_res_type': 0.01765389114352488}",landmark,212.52590807600063,0.0,0.0,501-214,[9.9963236e-01 3.6766718e-04]
3,"{'ltable_addr': 7.323141302325019e-06, 'ltable_city': -8.442758171761623e-07, 'ltable_class': -2.9588116504988305e-06, 'ltable_name': -2.931518641385763e-06, 'ltable_phone': -1.486847466566459e-05, 'ltable_res_type': -1.5703307777022325e-05, 'rtable_addr': 7.3112302622732734e-06, 'rtable_city': -2.437586481245844e-06, 'rtable_class': -1.4191310058127415e-06, 'rtable_name': 3.524438641145281e-06, 'rtable_phone': 1.2525032396923637e-05, 'rtable_res_type': 6.7663850470615325e-06}",landmark,207.917358693001,1.0,1.0,38-256,[0.00239185 0.9976082 ]
4,"{'ltable_addr': 0.26872129806697315, 'ltable_city': 0.1613224849893597, 'ltable_class': 0.09917673514993369, 'ltable_name': 0.15436216948714987, 'ltable_phone': 0.24941089448144874, 'ltable_res_type': -0.04373000649374267, 'rtable_addr': 0.28273596966565223, 'rtable_city': -0.07062682123347852, 'rtable_class': 0.2107294741739276, 'rtable_name': 0.3538300372894436, 'rtable_phone': 0.234125317689203, 'rtable_res_type': 0.039200045536092645}",landmark,208.4958144230004,0.0,0.0,70-130,[9.9967825e-01 3.2171368e-04]
5,"{'ltable_addr': 0.12481874882897732, 'ltable_city': -0.007066450345792152, 'ltable_class': 0.023578786393327333, 'ltable_name': -0.06257640973632847, 'ltable_phone': 0.19652732272414491, 'ltable_res_type': 0.02987483740234832, 'rtable_addr': 0.3136581662461661, 'rtable_city': 0.06806364305099402, 'rtable_class': 0.03625701937275055, 'rtable_name': 0.22508895101626875, 'rtable_phone': 0.18694689694132838, 'rtable_res_type': -0.06432799010031987}",landmark,214.6286316149999,0.0,0.0,384-300,[9.9964488e-01 3.5517153e-04]
6,"{'ltable_addr': 0.11462489212494592, 'ltable_city': -0.0008470480158368951, 'ltable_class': 0.13022037933373595, 'ltable_name': -0.00852230743601337, 'ltable_phone': 0.20734962199452026, 'ltable_res_type': 0.010021928141949814, 'rtable_addr': 0.3582038714396283, 'rtable_city': -0.05011625179374856, 'rtable_class': 0.07657305339623015, 'rtable_name': 0.1631540536528481, 'rtable_phone': 0.2741642032578599, 'rtable_res_type': 0.12566290377433648}",landmark,216.30330557399975,0.0,0.0,76-26,[9.9968648e-01 3.1355815e-04]
7,"{'ltable_addr': 0.1957123737643857, 'ltable_city': 0.19949606397065012, 'ltable_class': 0.16620853276043474, 'ltable_name': 0.028408711200178908, 'ltable_phone': 0.1352145669177009, 'ltable_res_type': -0.012544307146219805, 'rtable_addr': 0.23508738228089815, 'rtable_city': 0.06440550171327637, 'rtable_class': 0.044691194860163104, 'rtable_name': 0.44253241851620345, 'rtable_phone': 0.3729225387656766, 'rtable_res_type': 0.2936378805189014}",landmark,209.226146463001,0.0,0.0,147-23,[9.9967611e-01 3.2392715e-04]
8,"{'ltable_addr': 6.582927584479417e-06, 'ltable_city': -4.4304054461471385e-06, 'ltable_class': -2.242337358057554e-06, 'ltable_name': -7.346502417106349e-06, 'ltable_phone': 1.0332003057405903e-05, 'ltable_res_type': -9.741983136274673e-06, 'rtable_addr': 2.3436400955837546e-05, 'rtable_city': -1.9817306436876157e-06, 'rtable_class': -2.1031416002349477e-07, 'rtable_name': -5.301281840724098e-06, 'rtable_phone': 2.0109319226131718e-05, 'rtable_res_type': 2.440818978330198e-07}",landmark,208.42249467700094,1.0,1.0,83-301,[0.00245417 0.9975458 ]
9,"{'ltable_addr': -0.03491222160703139, 'ltable_city': -0.03866948238170049, 'ltable_class': 0.267744433992471, 'ltable_name': 0.5861360630547229, 'ltable_phone': 0.23928828022453072, 'ltable_res_type': 0.057584322118228566, 'rtable_addr': 0.163571485078524, 'rtable_city': 0.08351805771255479, 'rtable_class': 0.27811041997455965, 'rtable_name': 0.5666189090323088, 'rtable_phone': 0.3370761750897625, 'rtable_res_type': 0.1811189549270494}",landmark,228.30506097300167,0.0,0.0,90-148,[9.9964988e-01 3.5006707e-04]
10,"{'ltable_addr': -0.01399244706141279, 'ltable_city': 0.022553327876021784, 'ltable_class': 0.03158384959166186, 'ltable_name': 0.015632221552398653, 'ltable_phone': 0.08010423345903184, 'ltable_res_type': 0.028467196932720543, 'rtable_addr': 0.06652468334875825, 'rtable_city': 0.014527779946338575, 'rtable_class': 0.06560851182380298, 'rtable_name': 0.052456921400598995, 'rtable_phone': 0.07363684173350389, 'rtable_res_type': -0.0036264399388191595}",landmark,207.5925018730013,0.0,0.0,197-251,[9.9957675e-01 4.2327424e-04]
11,"{'ltable_addr': 0.35277260772323776, 'ltable_city': 0.017442284900080856, 'ltable_class': 0.02494447978554994, 'ltable_name': 0.12641101329854987, 'ltable_phone': 0.24568411864055956, 'ltable_res_type': 0.023582321679195578, 'rtable_addr': 0.2866750232209466, 'rtable_city': 0.072108152588963, 'rtable_class': 0.09051709640822728, 'rtable_name': 0.24839889640968504, 'rtable_phone': 0.30947279175076575, 'rtable_res_type': -0.0145811380324219}",landmark,215.49685689599937,0.0,0.0,119-82,[9.996307e-01 3.692408e-04]
