,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,issue on real-time database systems,a bestavros,sigmod record,1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title',)",['advances in real-time database systems research'],['issue on real-time database systems'],0.04044139385223389,0.9595586061477661,2
26,special issue on real-time database systems,a bestavros,"sigmod record ,",1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title', 'ltable_venue')","['advances in real-time database systems research', 'sigmod record']","['special issue on real-time database systems', 'sigmod record ,']",0.044452548027038574,0.9555474519729614,2
27,special issue on real-time database systems,a bestavros,sigmod record,,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title', 'ltable_year')","['advances in real-time database systems research', 1996.0]","['special issue on real-time database systems', nan]",0.0469934344291687,0.9530065655708313,2
32,special issue on real-time database systems,a bestavros,sigmod record,1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title',)",['advances in real-time database systems research'],['special issue on real-time database systems'],0.04582875967025757,0.9541712403297424,2
33,special issue on real-time database systems,a,sigmod record,1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title', 'ltable_authors')","['advances in real-time database systems research', 'a bestavros']","['special issue on real-time database systems', 'a']",0.04958683252334595,0.950413167476654,2
34,special issue on real-time database systems,a bestavros,"sigmod record ,",1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title', 'ltable_venue')","['advances in real-time database systems research', 'sigmod record']","['special issue on real-time database systems', 'sigmod record ,']",0.044452548027038574,0.9555474519729614,2
40,special issue on real-time database systems,a bestavros,sigmod record,1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title',)",['advances in real-time database systems research'],['special issue on real-time database systems'],0.04580420255661011,0.9541957974433899,2
41,special issue on real-time database systems,a bestavros,sigmod record,1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title', 'ltable_authors')","['advances in real-time database systems research', 'a bestavros']","['special issue on real-time database systems', 'a bestavros']",0.04580420255661011,0.9541957974433899,2
42,special issue on real-time database systems,a bestavros,"record ,",1996.0,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title', 'ltable_venue')","['advances in real-time database systems research', 'sigmod record']","['special issue on real-time database systems', 'record ,']",0.047000348567962646,0.9529996514320374,2
43,special issue on real-time database systems,a bestavros,sigmod record,,special issue on real-time database systems,a bestavros,"sigmod record ,",,"('ltable_title', 'ltable_year')","['advances in real-time database systems research', 1996.0]","['special issue on real-time database systems', nan]",0.046947181224823,0.953052818775177,2
