,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,BiÃ ¨ re Du Moulin Ambrata,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,5.60 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rock Bottom Red Ale', 'Rock Bottom Restaurant & Brewery']","['BiÃ ¨ re Du Moulin Ambrata', 'Amarcord Birra Artigianale Italiana']",1,0,0.4631328,0.53686726,2
249,,Rock Bottom Red Ale,Brasserie Artisanale Glouglou,American Amber / Red Ale,5.00 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Rock Bottom Restaurant & Brewery', '5.60 %']","['Brasserie Artisanale Glouglou', '5.00 %']",1,0,0.1592463,0.8407537,2
248,,La Torgnole,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.00 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Rock Bottom Red Ale', '5.60 %']","['La Torgnole', '5.00 %']",1,0,0.477292,0.522708,2
247,,La Torgnole,Brasserie Artisanale Glouglou,American Amber / Red Ale,5.60 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rock Bottom Red Ale', 'Rock Bottom Restaurant & Brewery']","['La Torgnole', 'Brasserie Artisanale Glouglou']",1,0,0.24319784,0.7568021,2
246,,Rock Bottom Red Ale,Brasserie Artisanale Glouglou,American Amber / Red Ale,5.60 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Brew_Factory_Name',)",['Rock Bottom Restaurant & Brewery'],['Brasserie Artisanale Glouglou'],1,0,0.23296283,0.76703715,2
245,,Galarneau,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.00 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Rock Bottom Red Ale', '5.60 %']","['Galarneau', '5.00 %']",1,0,0.3885048,0.61149526,2
244,,Galarneau,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.60 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Beer_Name',)",['Rock Bottom Red Ale'],['Galarneau'],1,0,0.429159,0.570841,2
242,,Rock Bottom Red Ale,La Calavera,American Amber / Red Ale,6.20 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Rock Bottom Restaurant & Brewery', '5.60 %']","['La Calavera', '6.20 %']",1,0,0.47623473,0.5237652,2
241,,La Calavera Brettanojingo,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,6.20 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Rock Bottom Red Ale', '5.60 %']","['La Calavera Brettanojingo', '6.20 %']",1,0,0.12757728,0.87242275,2
240,,La Calavera Brettanojingo,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.60 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %,"('ltable_Beer_Name',)",['Rock Bottom Red Ale'],['La Calavera Brettanojingo'],1,0,0.28003466,0.7199653,2
