,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,ibm software lotus shrinkwrap ah09qml ibm lotus easysync pro 4.1 for win multilingual u retail,,28.5,"('rtable_title',)",['passwords plus v. 1.0 complete package'],['ibm software lotus shrinkwrap ah09qml ibm lotus easysync pro 4.1 for win multilingual u retail'],1,0,0.013615776,0.9863842,2
50,,hp dss software v. 4.0 complete package t1936aa ua0 ),dataviz,29.99,passwords plus v. 1.0 complete package,,28.5,"('ltable_manufacturer', 'ltable_price')","['hewlett-packard - ( consumables )', 630.36]","['dataviz', 29.99]",1,0,0.073580615,0.9264194,2
27,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,366125-002 hp care pack software technical support vmware virtualcenter 1 node 2 process,,28.5,"('rtable_title',)",['passwords plus v. 1.0 complete package'],['366125-002 hp care pack software technical support vmware virtualcenter 1 node 2 process'],1,0,0.01288161,0.98711836,2
28,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,366125-002 hp care pack software technical support vmware virtualcenter 1 node 2 process,,28.5,"('rtable_title', 'rtable_manufacturer')","['passwords plus v. 1.0 complete package', nan]","['366125-002 hp care pack software technical support vmware virtualcenter 1 node 2 process', nan]",1,0,0.012695211,0.98730487,2
29,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,366125-002 hp care pack software technical support vmware virtualcenter 1 node 2 process,,1589.95,"('rtable_title', 'rtable_price')","['passwords plus v. 1.0 complete package', 28.5]","['366125-002 hp care pack software technical support vmware virtualcenter 1 node 2 process', 1589.95]",1,0,0.013124013,0.986876,2
30,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,passwords plus v. 1.0 complete package,,1589.95,"('rtable_manufacturer', 'rtable_price')","[nan, 28.5]","[nan, 1589.95]",1,0,0.3029593,0.6970407,2
32,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -,,28.5,"('rtable_title',)",['passwords plus v. 1.0 complete package'],['04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -'],1,0,0.013271652,0.98672837,2
33,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -,,28.5,"('rtable_title', 'rtable_manufacturer')","['passwords plus v. 1.0 complete package', nan]","['04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -', nan]",1,0,0.012739526,0.98726046,2
34,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -,,12567.39,"('rtable_title', 'rtable_price')","['passwords plus v. 1.0 complete package', 28.5]","['04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -', 12567.39]",1,0,0.012814862,0.9871852,2
35,,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,passwords plus v. 1.0 complete package,,12567.39,"('rtable_manufacturer', 'rtable_price')","[nan, 28.5]","[nan, 12567.39]",1,0,0.18652128,0.8134787,2
