,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` brighton coffee shop ',' 405 e. 52nd st. ',` new york ',310-276-7732,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_phone')","[""` le perigord '"", '212/755 -6244']","[""` brighton coffee shop '"", '310-276-7732']",1,0,0.049842775,0.95015717,2
349,,` le perigord ',' 1570 rosecrans ave. s. ',` new york ',310-643-5229,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr', 'ltable_phone')","[""' 405 e. 52nd st. '"", '212/755 -6244']","[""' 1570 rosecrans ave. s. '"", '310-643-5229']",1,0,0.0073716114,0.99262834,2
350,,` le perigord ',' 1570 rosecrans ave. s. ',` new york ',212/755 -6244,californian,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr', 'ltable_res_type')","[""' 405 e. 52nd st. '"", 'french']","[""' 1570 rosecrans ave. s. '"", 'californian']",1,0,0.49222156,0.5077784,2
351,,` le perigord ',' 1570 rosecrans ave. s. ',` new york ',212/755 -6244,french,543,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr', 'ltable_class')","[""' 405 e. 52nd st. '"", 291]","[""' 1570 rosecrans ave. s. '"", 543]",1,0,0.15717134,0.8428287,2
352,,` le perigord ',' 405 e. 52nd st. ',pasadena,310-643-5229,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_city', 'ltable_phone')","[""` new york '"", '212/755 -6244']","['pasadena', '310-643-5229']",1,0,0.020760939,0.97923905,2
353,,` le perigord ',' 405 e. 52nd st. ',` new york ',310-643-5229,californian,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_phone', 'ltable_res_type')","['212/755 -6244', 'french']","['310-643-5229', 'californian']",1,0,0.04226906,0.9577309,2
354,,` le perigord ',' 405 e. 52nd st. ',` new york ',310-643-5229,french,543,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_phone', 'ltable_class')","['212/755 -6244', 291]","['310-643-5229', 543]",1,0,0.024068309,0.97593164,2
141,,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,french,291,"('rtable_res_type', 'rtable_class')","[""` french ( classic ) '"", 623]","['french', 291]",1,0,0.30203116,0.6979689,2
140,,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212/755 -6244,` french ( classic ) ',291,"('rtable_phone', 'rtable_class')","['212-752-1495', 623]","['212/755 -6244', 291]",1,0,0.003631997,0.99636805,2
139,,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212/755 -6244,french,623,"('rtable_phone', 'rtable_res_type')","['212-752-1495', ""` french ( classic ) '""]","['212/755 -6244', 'french']",1,0,0.015227512,0.98477244,2
137,,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 405 e.,` new york city ',212-752-1495,` french ( classic ) ',291,"('rtable_addr', 'rtable_class')","[""' 3 e. 52nd st. '"", 623]","[""' 405 e."", 291]",1,0,0.49895105,0.501049,2
136,,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 405 e.,` new york city ',212-752-1495,french,623,"('rtable_addr', 'rtable_res_type')","[""' 3 e. 52nd st. '"", ""` french ( classic ) '""]","[""' 405 e."", 'french']",1,0,0.38137442,0.6186255,2
135,,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 405 e.,` new york city ',212/755 -6244,` french ( classic ) ',623,"('rtable_addr', 'rtable_phone')","[""' 3 e. 52nd st. '"", '212-752-1495']","[""' 405 e."", '212/755 -6244']",1,0,0.0038837108,0.9961163,2
134,,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` le perigord ',' 3 e. 52nd st. ',` new york city ',212/755 -6244,` french ( classic ) ',623,"('rtable_name', 'rtable_phone')","[""` la grenouille '"", '212-752-1495']","[""` le perigord '"", '212/755 -6244']",1,0,0.004542712,0.9954573,2
