,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,outcome
0,toshiba 19 ' black lcd hdtv 19av500u,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
1,toshiba 19 ' black lcd hdtv 19av500u,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
2,toshiba 19 ' black lcd hdtv 19av500u,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
3,toshiba 19 ' black lcd hdtv 19av500u,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
4,toshiba 19 ' black lcd hdtv 19av500u,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,599.0,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
5,toshiba 19 ' black lcd hdtv 19av500u,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,1098.72,0
6,sony 9 ' digital photo frame in black dpfv900,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
7,toshiba 19 ' black lcd hdtv 19av500u,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,39.0,sanus visionmount flat panel tv wall mount vmpl3b,nan,329.0,0
8,toshiba 19 ' black lcd hdtv 19av500u,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,69.0,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
9,canon pixma multifunction printer mx310,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,nan,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,nan,1098.72,0
