,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,samsung s2 640gb usb 3.0 portable external hard drive red,tv accessories,balt,33250,258.84,ifrogz luxe lean case for ipod touch 4g gun metal,laminating supplies,mayline,nan,134.45,0
1,balt wheasel easel adjustable melamine dry erase board white,memory,balt,pa50250u5yr,239.88,griffin technology formfit for ipod touch 4g pink clear,laminating supplies,mayline,resl422b-f,134.45,0
2,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,cordless telephones,mayline,nan,134.45,0
3,clickfree c2 500gb usb 3.0 portable external hard drive,stationery & office machinery,da-lite,33250,239.88,kodak esp 7 all-in-one printer,laminating supplies,mayline,nan,134.45,0
4,clickfree c2 500gb usb 3.0 portable external hard drive,stationery & office machinery,da-lite,33250,239.88,kodak esp 7 all-in-one printer,laminating supplies,apc,nan,134.45,0
5,samsung s2 640gb usb 3.0 portable external hard drive red,tv accessories,balt,33250,258.84,ifrogz luxe lean case for ipod touch 4g gun metal,laminating supplies,mayline,nan,904.95,0
6,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,stationery & office machinery,balt,33250,94.54,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,cordless telephones,srs,nan,134.45,1
7,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,stationery & office machinery,iogear,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,cases,mayline,nan,11.99,0
8,clickfree c2 500gb usb 3.0 portable external hard drive,stationery & office machinery,da-lite,74109,239.88,kodak esp 7 all-in-one printer,laminating supplies,apc,nan,134.45,0
9,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,stationery & office machinery,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,cordless telephones,srs,nan,134.45,1
