,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,hp ultrathin wireless keyboard,laminating supplies,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white'],['hp ultrathin wireless keyboard'],0.9999962,3.850072e-06,2
146,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products,laminating supplies,mayline,,31.02,"('rtable_title', 'rtable_price')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', 134.45]","['duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products', 31.02]",0.99995387,4.609274e-05,2
32,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,startech.com 4 port professional usb ps 2 kvm switch sv431h,laminating supplies,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white'],['startech.com 4 port professional usb ps 2 kvm switch sv431h'],0.9967361,0.0032638842,2
33,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,startech.com 4 port professional usb ps 2 kvm switch sv431h,kvm switches,mayline,,134.45,"('rtable_title', 'rtable_category')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', 'laminating supplies']","['startech.com 4 port professional usb ps 2 kvm switch sv431h', 'kvm switches']",0.99998283,1.714066e-05,2
34,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,startech.com 4 port professional usb ps 2 kvm switch sv431h,laminating supplies,startech,,134.45,"('rtable_title', 'rtable_brand')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', 'mayline']","['startech.com 4 port professional usb ps 2 kvm switch sv431h', 'startech']",0.9967361,0.0032638842,2
36,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,startech.com 4 port professional usb ps 2 kvm switch sv431h,laminating supplies,mayline,,99.99,"('rtable_title', 'rtable_price')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', 134.45]","['startech.com 4 port professional usb ps 2 kvm switch sv431h', 99.99]",0.9961669,0.0038330294,2
129,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,ifrogz summit case for ipad 2 - black with green snap-on shell ipad2-sum-grn,laminating supplies,mayline,ipad2-sum-grn,134.45,"('rtable_title', 'rtable_modelno')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', nan]","['ifrogz summit case for ipad 2 - black with green snap-on shell ipad2-sum-grn', 'ipad2-sum-grn']",0.9999943,5.7143784e-06,2
145,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products,laminating supplies,mayline,drinvm100,134.45,"('rtable_title', 'rtable_modelno')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', nan]","['duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products', 'drinvm100']",0.9998018,0.00019821823,2
144,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products,laminating supplies,duracell,,134.45,"('rtable_title', 'rtable_brand')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', 'mayline']","['duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products', 'duracell']",0.9999478,5.2177176e-05,2
143,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products,power inverters,mayline,,134.45,"('rtable_title', 'rtable_category')","['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white', 'laminating supplies']","['duracell drinvm100 100w mobile inverter with 2.1 amp usb port to charge ipads and other power hungry usb products', 'power inverters']",0.99994636,5.3690746e-05,2
