,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,hp dss software v. 4.0 complete package t1936aa ua0 ),adobe,273.0,web easy ( r ) professional 6,nan,49.99,1
1,acrobat professional 8 ( windows ),adobe,273.0,quickbooks ( r ),apple software,49.99,1
2,acrobat professional 8 ( windows ),adobe,205.73,web easy ( r ) professional 6,nan,36.11,1
3,acrobat professional 8 ( windows ),adobe,273.0,web easy ( r ) professional 6,nan,399.99,1
4,acrobat professional 8 ( windows ),adobe,273.0,microsoft office 2004 student/teacher,nan,12.9,1
5,acrobat professional 8 ( windows ),topics entertainment,39.95,web easy ( r ) professional 6,nan,49.99,1
6,professional home design suite platinum,adobe,273.0,web easy ( r ) professional 6,punch software,49.99,1
7,acrobat professional 8 ( windows ),adobe,1799.0,web easy ( r ) professional 6,apple software,49.99,1
8,acrobat professional 8 ( windows ),adobe,273.0,microsoft onenote 2007 ( pc ),nan,49.99,1
9,acrobat professional 8 ( windows ),adobe,273.0,microsoft microsoft office 2004 software suite mac apple & mac software,nan,49.99,1
