,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,atrend-bbox a361-12cp b box series speaker car stereos a361-12cp,,atrend,,56.88,amzer foldo stand up for apple ipad dell streak samsung galaxy tab blackberry playbook - black mounts amzer amz89491 12.69,,,a362-12cp,88.85,"('rtable_title',)",['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox'],['amzer foldo stand up for apple ipad dell streak samsung galaxy tab blackberry playbook - black mounts amzer amz89491 12.69'],0.096409,0.903591,2
36,mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2,,atrend,,,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox,,,a362-12cp,88.85,"('ltable_title', 'ltable_price')","['atrend-bbox a361-12cp b box series speaker car stereos a361-12cp', 56.88]","['mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2', nan]",0.10303685,0.8969631,2
35,mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2,,atrend,,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox,,,a362-12cp,88.85,"('ltable_title', 'ltable_modelno')","['atrend-bbox a361-12cp b box series speaker car stereos a361-12cp', nan]","['mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2', nan]",0.074271165,0.92572886,2
34,mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2,,mustang,,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox,,,a362-12cp,88.85,"('ltable_title', 'ltable_brand')","['atrend-bbox a361-12cp b box series speaker car stereos a361-12cp', 'atrend']","['mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2', 'mustang']",0.11873477,0.8812653,2
33,mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2,,atrend,,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox,,,a362-12cp,88.85,"('ltable_title', 'ltable_category')","['atrend-bbox a361-12cp b box series speaker car stereos a361-12cp', nan]","['mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2', nan]",0.07427113,0.92572886,2
32,mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2,,atrend,,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox,,,a362-12cp,88.85,"('ltable_title',)",['atrend-bbox a361-12cp b box series speaker car stereos a361-12cp'],['mustang 84 fixed screen high contrast in white electronics - general sc-f84w4 :3 262.2'],0.074271165,0.92572886,2
27,atrend-bbox a361-12cp b box series speaker car stereos a361-12cp,,atrend,,56.88,incipio ipad-208 feather for apple ipad 2 - frost touch screen tablet accessories incipio ipad-208,,,,88.85,"('rtable_title', 'rtable_modelno')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox', 'a362-12cp']","['incipio ipad-208 feather for apple ipad 2 - frost touch screen tablet accessories incipio ipad-208', nan]",0.34444985,0.6555501,2
26,atrend-bbox a361-12cp b box series speaker car stereos a361-12cp,,atrend,,56.88,incipio ipad-208 feather for apple ipad 2 - frost touch screen tablet accessories incipio ipad-208,,,a362-12cp,88.85,"('rtable_title', 'rtable_brand')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox', nan]","['incipio ipad-208 feather for apple ipad 2 - frost touch screen tablet accessories incipio ipad-208', nan]",0.27697858,0.7230214,2
24,atrend-bbox a361-12cp b box series speaker car stereos a361-12cp,,atrend,,56.88,incipio ipad-208 feather for apple ipad 2 - frost touch screen tablet accessories incipio ipad-208,,,a362-12cp,88.85,"('rtable_title',)",['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox'],['incipio ipad-208 feather for apple ipad 2 - frost touch screen tablet accessories incipio ipad-208'],0.27697858,0.7230214,2
19,atrend-bbox a361-12cp b box series speaker car stereos a361-12cp,,atrend,,56.88,el-233sb 8 digit handheld calculator sharp 3.19,,,el233sb,88.85,"('rtable_title', 'rtable_modelno')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox', 'a362-12cp']","['el-233sb 8 digit handheld calculator sharp 3.19', 'el233sb']",0.4891779,0.5108222,2
18,atrend-bbox a361-12cp b box series speaker car stereos a361-12cp,,atrend,,56.88,el-233sb 8 digit handheld calculator sharp 3.19,,,a362-12cp,88.85,"('rtable_title', 'rtable_brand')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch coaxial speakers atrend-bbox', nan]","['el-233sb 8 digit handheld calculator sharp 3.19', nan]",0.4891779,0.5108222,2
