,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,sony 9 ' digital photo frame in black dpfv900,"sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish",,sony dpfv900 digital photo frame dpf-v900,,,"('rtable_name',)",['sony picture station digital photo printer dppfp95'],['sony dpfv900 digital photo frame dpf-v900'],1,0,0.022728039,0.9772719,2
43,,sony 9 ' digital photo frame in black dpfv900,"sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish",,sony picture station digital photo printer dppfp95,sony switcher sbv40s eliminates disconnecting and reconnecting cables compact design 4 a/v inputs with s-video jacks 1 a/v output with s-video ( y/c ) jack 2 audio output,49.0,"('rtable_description', 'rtable_price')","[nan, nan]","['sony switcher sbv40s eliminates disconnecting and reconnecting cables compact design 4 a/v inputs with s-video jacks 1 a/v output with s-video ( y/c ) jack 2 audio output', 49.0]",1,0,0.22975093,0.770249,2
23,,sony 9 ' digital photo frame in black dpfv900,"canon pixma photo all-in-one printer mp620 high performance printer and copier , scanner easy scroll wheel dual paper trays 2.5 ' high definition lcd display maximum 9600 x 2400 color dpi automatic image optimization quick start wi-fi ready built-in media card slot energy star qualified",149.0,sony picture station digital photo printer dppfp95,,,"('ltable_description', 'ltable_price')","[""sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish"", nan]","[""canon pixma photo all-in-one printer mp620 high performance printer and copier , scanner easy scroll wheel dual paper trays 2.5 ' high definition lcd display maximum 9600 x 2400 color dpi automatic image optimization quick start wi-fi ready built-in media card slot energy star qualified"", 149.0]",1,0,0.19055617,0.80944383,2
25,,sony picture station digital photo printer dppfp95,"sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish",,sony picture station digital photo printer dppfp95,,,"('ltable_name',)","[""sony 9 ' digital photo frame in black dpfv900""]",['sony picture station digital photo printer dppfp95'],1,0,0.019928655,0.98007137,2
26,,sony 9 ' digital photo frame in black dpfv900,"sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish",,sony picture station digital photo printer dppfp95,,,"('ltable_description',)","[""sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish""]","['sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish']",1,0,0.029323358,0.97067666,2
27,,sony picture station digital photo printer dppfp95,"sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish",,sony picture station digital photo printer dppfp95,,,"('ltable_name', 'ltable_description')","[""sony 9 ' digital photo frame in black dpfv900"", ""sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish""]","['sony picture station digital photo printer dppfp95', 'sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish']",1,0,0.037261557,0.96273845,2
28,,sony picture station digital photo printer dppfp95,"sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish",,sony picture station digital photo printer dppfp95,,,"('ltable_name', 'ltable_price')","[""sony 9 ' digital photo frame in black dpfv900"", nan]","['sony picture station digital photo printer dppfp95', nan]",1,0,0.021359386,0.9786406,2
29,,sony 9 ' digital photo frame in black dpfv900,"sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish",,sony picture station digital photo printer dppfp95,,,"('ltable_description', 'ltable_price')","[""sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish"", nan]","['sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish', nan]",1,0,0.031933453,0.9680665,2
21,,sony 9 ' digital photo frame in black dpfv900,"canon pixma photo all-in-one printer mp620 high performance printer and copier , scanner easy scroll wheel dual paper trays 2.5 ' high definition lcd display maximum 9600 x 2400 color dpi automatic image optimization quick start wi-fi ready built-in media card slot energy star qualified",,sony picture station digital photo printer dppfp95,,,"('ltable_description',)","[""sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish""]","[""canon pixma photo all-in-one printer mp620 high performance printer and copier , scanner easy scroll wheel dual paper trays 2.5 ' high definition lcd display maximum 9600 x 2400 color dpi automatic image optimization quick start wi-fi ready built-in media card slot energy star qualified""]",1,0,0.22886325,0.7711367,2
32,,sony picture station digital photo printer dppfp95,"sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish",,sony picture station digital photo printer dppfp95,,,"('ltable_name',)","[""sony 9 ' digital photo frame in black dpfv900""]",['sony picture station digital photo printer dppfp95'],1,0,0.019928645,0.98007137,2
34,,sony picture station digital photo printer dppfp95,"sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish",,sony picture station digital photo printer dppfp95,,,"('ltable_name', 'ltable_description')","[""sony 9 ' digital photo frame in black dpfv900"", ""sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish""]","['sony picture station digital photo printer dppfp95', 'sony picture station digital photo printer dppfp95 hdmi output lab-quality prints in 45 seconds one-button auto touch-up compatible with memory stick , sd , compact flash , and xd card white finish']",1,0,0.037261557,0.96273845,2
35,,sony picture station digital photo printer dppfp95,"sony 9 ' digital photo frame dpfv900 9 ' lcd with 800 x 480 resolution 15:9 aspect ratio 512mb internal memory supports most memory cards variety of display modes auto rotation and auto touch up feature hdmi output and bluetooth ready brilliant color photo display store up to 1,000 photos auto correction function remote control black finish",,sony picture station digital photo printer dppfp95,,,"('ltable_name', 'ltable_price')","[""sony 9 ' digital photo frame in black dpfv900"", nan]","['sony picture station digital photo printer dppfp95', nan]",1,0,0.021359386,0.9786406,2
