,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,vaultz lock mobile file chest storage box letter legal black vaultz,,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white stationery & office machinery'],['vaultz lock mobile file chest storage box letter legal black vaultz'],0.9165355116128922,0.08346448838710785,2
1,hp ce278a black laserjet print cartridge hp 69.84,,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white stationery & office machinery'],['hp ce278a black laserjet print cartridge hp 69.84'],0.902407243847847,0.09759275615215302,2
2,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,hp ce278a,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_modelno',)",['33250'],['hp ce278a'],0.784508466720581,0.21549153327941895,2
3,da-lite natural walnut veneer model b manual screen with matte white fabric - 64 x 84 diagonal video format electronics - general da-lite,,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white stationery & office machinery'],['da-lite natural walnut veneer model b manual screen with matte white fabric - 64 x 84 diagonal video format electronics - general da-lite'],0.8804077506065369,0.11959224939346313,2
4,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,73197,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_modelno',)",['33250'],['73197'],0.8528393656015396,0.1471606343984604,2
5,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format da-lite 2608.99,,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white stationery & office machinery'],['da-lite da-plex base rear projection screen - 57 3 4 x 77 video format da-lite 2608.99'],0.9099659025669098,0.09003409743309021,2
6,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,27528,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_modelno',)",['33250'],['27528'],0.7702271342277527,0.22977286577224731,2
7,xfx radeon hd6850 pcie 1gb ddr5 graphics card 195.0,,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,,134.45,"('ltable_title',)",['balt wheasel easel adjustable melamine dry erase board white stationery & office machinery'],['xfx radeon hd6850 pcie 1gb ddr5 graphics card 195.0'],0.8462392538785934,0.15376074612140656,2
8,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,33250,239.88,brother dk-1202 paper shipping label roll shipping labels brother dk-1202,,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies'],['brother dk-1202 paper shipping label roll shipping labels brother dk-1202'],0.8918819800019264,0.10811801999807358,2
9,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,33250,239.88,boss audio sk422 phantom speaker coaxial speakers 20.0,,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies'],['boss audio sk422 phantom speaker coaxial speakers 20.0'],0.9182146862149239,0.08178531378507614,2
10,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,sk422,134.45,"('rtable_modelno',)",[nan],['sk422'],0.9369245693087578,0.06307543069124222,2
11,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,33250,239.88,wintec filemate 4gb swivel usb 2.0 flash drive computer accessories wintec 9.99,,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies'],['wintec filemate 4gb swivel usb 2.0 flash drive computer accessories wintec 9.99'],0.9170551002025604,0.08294489979743958,2
12,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,33250,239.88,hp ed495aa 90 watt smart ac adapter ed495aa #aba 18.99,,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies'],['hp ed495aa 90 watt smart ac adapter ed495aa #aba 18.99'],0.9306453689932823,0.06935463100671768,2
13,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,33250,239.88,pyle plmrw65 6.5-inch 200 watt two-way white wake board speakers coaxial speakers pyle 94.34,,mayline,,134.45,"('rtable_title',)",['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies'],['pyle plmrw65 6.5-inch 200 watt two-way white wake board speakers coaxial speakers pyle 94.34'],0.8890989497303963,0.11090105026960373,2
14,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,,balt,33250,239.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,,mayline,plmrw65,134.45,"('rtable_modelno',)",[nan],['plmrw65'],0.9565311707556248,0.04346882924437523,2
