,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,balt,nan,nan,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,mayline,nan,nan,134.45,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,1
1,balt,nan,33250,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,evga,nan,ktd-ws667 / 8g,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
2,balt,nan,nan,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,mayline,corded telephones,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
3,balt,nan,nan,58.0,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,mayline,nan,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
4,balt,nan,nan,239.88,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,mayline,nan,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
5,balt,nan,33250,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,oki,nan,tricool 120mm,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
6,balt,nan,nan,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,mayline,graphics cards,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
7,balt,nan,nan,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,mayline,nan,nan,34.99,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
8,balt,nan,nan,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,mayline,nan,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
9,balt,nan,33250,239.88,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,pioneer,nan,it4ll-gmt,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white laminating supplies,1
