,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 10250 santa monica blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,664.0,` koo koo roo ',213-655-9045,chicken,1
1,' 1402 n. highland ave. ',` los angeles ',167.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,567.0,` koo koo roo ',213-655-9045,chicken,1
2,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,84.0,` koo koo roo ',213-655-9045,chicken,1
3,' 8783 beverly blvd. ',` los angeles ',167.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,567.0,` koo koo roo ',213-655-9045,chicken,1
4,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,664.0,` koo koo roo ',213-655-9045,chicken,1
5,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,664.0,` koo koo roo ',718-672-1232,chicken,1
6,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,74.0,` koo koo roo ',213-655-9045,` hot dogs ',1
7,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,74.0,` koo koo roo ',213-655-9045,chicken,1
8,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',la,664.0,` second street grill ',213-655-9045,chicken,1
9,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8393 w. beverly blvd. ',` west la ',20.0,` koo koo roo ',213-655-9045,chicken,1
