,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,hp q3675a image transfer kit hp 194.84,electronics - general,nan,gbu421w6,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,nan,nan,2608.99,1
1,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,digital cameras,nan,nan,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,nan,nan,55.99,1
2,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,usb drives,nan,nan,2595.0,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,nan,nan,2608.99,1
3,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,electronics - general,nan,d1680,nan,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908 lacie 301908,nan,nan,nan,2608.99,1
4,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,nan,nan,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,nan,nan,9.99,1
5,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,tv accessories,nan,nan,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,nan,nan,nan,2608.99,1
6,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,memory,nan,nan,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,nan,bv8966b,2608.99,1
7,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,electronics - general,nan,nan,nan,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,nan,nan,nan,2608.99,1
8,pioneer 6.5 3-way speakers 300w car stereos pioneer,electronics - general,nan,nan,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,nan,gbu421w6,2608.99,1
9,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,electronics - general,nan,nan,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,kingston,nan,2608.99,1
