,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,metadata for multimedia documents sigmod record 1994,"k bіhm , t rakow",,,"8051 å ? ® æ ? ¶ ç ?? å 3/4 ® é ? '' è ? ¦ å ¯ ¦ ç ¿ ? è ?? æ ?? ç ? ¨ , 1993 : æ ? 3/4 å ´ ? é ? '' è ? ¦ å ?? æ ? ¸ è ³ ? æ ?? å ? ³ é ?? æ ?? ï 1/4 ? æ ² ? æ ? ¶ é ? 1/2 ï 1/4 ? é?åºå ??",,"& hellip ; of the third acm international conference on multimedia ,",1995.0,"('rtable_title', 'rtable_authors')","['multimedia documents with elastic time', 'my kim , j song']","[""8051 å ? ® æ ? ¶ ç ?? å 3/4 ® é ? '' è ? ¦ å ¯ ¦ ç ¿ ? è ?? æ ?? ç ? ¨ , 1993 : æ ? 3/4 å ´ ? é ? '' è ? ¦ å ?? æ ? ¸ è ³ ? æ ?? å ? ³ é ?? æ ?? ï 1/4 ? æ ² ? æ ? ¶ é ? 1/2 ï 1/4 ? é?åºå ??"", nan]",0.06759357452392578,0.9324064254760742,2
142,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.29697608947753906,0.7030239105224609,2
141,multimedia documents with elastic time,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim , j song']",0.05023491382598877,0.9497650861740112,2
136,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.3060493469238281,0.6939506530761719,2
135,multimedia documents with elastic time,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim , j song']",0.05030214786529541,0.9496978521347046,2
131,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.296758770942688,0.703241229057312,2
130,multimedia documents with elastic time,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim , j song']",0.05023890733718872,0.9497610926628113,2
125,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.31166648864746094,0.6883335113525391,2
124,multimedia documents with elastic time,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim , j song']",0.050470054149627686,0.9495299458503723,2
120,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2965981960296631,0.7034018039703369,2
119,multimedia documents with elastic time,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim , j song']",0.05024152994155884,0.9497584700584412,2
114,multimedia documents with elastic time,"my kim , j",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim , j']",0.05412900447845459,0.9458709955215454,2
110,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2964766025543213,0.7035233974456787,2
109,multimedia documents with elastic time,song,,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'song']",0.03271442651748657,0.9672855734825134,2
146,multimedia documents with elastic time,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim , j song']",0.050231099128723145,0.9497689008712769,2
105,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2964766025543213,0.7035233974456787,2
100,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2964766025543213,0.7035233974456787,2
99,multimedia documents with elastic time,j song,,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'j song']",0.03418612480163574,0.9658138751983643,2
95,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2964766025543213,0.7035233974456787,2
94,multimedia documents with elastic time,my kim,,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim']",0.06282329559326172,0.9371767044067383,2
90,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2964766025543213,0.7035233974456787,2
89,multimedia documents with elastic time,", j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', ', j song']",0.039179325103759766,0.9608206748962402,2
85,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2964766025543213,0.7035233974456787,2
84,multimedia documents with elastic time,my,,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my']",0.06318360567092896,0.936816394329071,2
80,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.2964766025543213,0.7035233974456787,2
79,multimedia documents with elastic time,"kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'kim , j song']",0.045842528343200684,0.9541574716567993,2
75,multimedia documents with elastic,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic', 1995.0]",0.24766021966934204,0.752339780330658,2
74,multimedia documents with elastic,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic', 'my kim , j song']",0.04255080223083496,0.957449197769165,2
73,multimedia documents with elastic,"k bіhm , t rakow",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title',)",['metadata for multimedia documents sigmod record 1994'],['multimedia documents with elastic'],0.4678160548210144,0.5321839451789856,2
104,multimedia documents with elastic time,"my kim ,",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with elastic time', 'my kim ,']",0.06419098377227783,0.9358090162277222,2
69,multimedia documents with,"my kim , j song",,,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_authors')","['metadata for multimedia documents sigmod record 1994', 'k bіhm , t rakow']","['multimedia documents with', 'my kim , j song']",0.054594576358795166,0.9454054236412048,2
147,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.3026881814002991,0.6973118185997009,2
152,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.29727643728256226,0.7027235627174377,2
227,multimedia documents with elastic time,"k bіhm , t rakow",,1995.0,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,"('ltable_title', 'ltable_year')","['metadata for multimedia documents sigmod record 1994', nan]","['multimedia documents with elastic time', 1995.0]",0.31166648864746094,0.6883335113525391,2
