,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['static detection of security flaws in object-oriented databases', 'keishi tajima']","['integration of spatial join algorithms for processing multiple inputs', 'nikos mamoulis , dimitris papadias']",0.15904787,0.8409521,2
32,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental computation of nested relational query expressions,keishi tajima,international conference on management of data,1995,"('rtable_title', 'rtable_year')","['static detection of security flaws in object-oriented databases', 1996]","['incremental computation of nested relational query expressions', 1995]",0.3600848,0.63991517,2
15,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation of magic-sets in a relational database system,keishi tajima,international conference on management of data,1994,"('rtable_title', 'rtable_year')","['static detection of security flaws in object-oriented databases', 1996]","['implementation of magic-sets in a relational database system', 1994]",0.24542964,0.7545703,2
14,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation of magic-sets in a relational database system,keishi tajima,international conference on management of data,1996,"('rtable_title', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'international conference on management of data']","['implementation of magic-sets in a relational database system', 'international conference on management of data']",0.25991,0.74009,2
13,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['static detection of security flaws in object-oriented databases', 'keishi tajima']","['implementation of magic-sets in a relational database system', 'inderpal singh mumick , hamid pirahesh']",0.32256258,0.6774374,2
12,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation of magic-sets in a relational database system,keishi tajima,international conference on management of data,1996,"('rtable_title',)",['static detection of security flaws in object-oriented databases'],['implementation of magic-sets in a relational database system'],0.25991,0.74009,2
24,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation aspects of an object-oriented dbms,keishi tajima,international conference on management of data,1996,"('rtable_title',)",['static detection of security flaws in object-oriented databases'],['implementation aspects of an object-oriented dbms'],0.04033118,0.9596688,2
25,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation aspects of an object-oriented dbms,keishi tajima,acm sigmod record,1996,"('rtable_title', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'international conference on management of data']","['implementation aspects of an object-oriented dbms', 'acm sigmod record']",0.0051897764,0.9948102,2
26,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation aspects of an object-oriented dbms,keishi tajima,international conference on management of data,1995,"('rtable_title', 'rtable_year')","['static detection of security flaws in object-oriented databases', 1996]","['implementation aspects of an object-oriented dbms', 1995]",0.04462308,0.9553769,2
7,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental maintenance of recursive views using relational calculus/sql,keishi tajima,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['static detection of security flaws in object-oriented databases', 1996]","['incremental maintenance of recursive views using relational calculus/sql', 2000]",0.16388829,0.83611166,2
6,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental maintenance of recursive views using relational calculus/sql,keishi tajima,acm sigmod record,1996,"('rtable_title', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'international conference on management of data']","['incremental maintenance of recursive views using relational calculus/sql', 'acm sigmod record']",0.026831094,0.9731689,2
5,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong , jianwen su",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['static detection of security flaws in object-oriented databases', 'keishi tajima']","['incremental maintenance of recursive views using relational calculus/sql', 'guozhu dong , jianwen su']",0.35562462,0.6443754,2
4,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental maintenance of recursive views using relational calculus/sql,keishi tajima,international conference on management of data,1996,"('rtable_title',)",['static detection of security flaws in object-oriented databases'],['incremental maintenance of recursive views using relational calculus/sql'],0.17608394,0.82391614,2
30,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental computation of nested relational query expressions,keishi tajima,international conference on management of data,1996,"('rtable_title',)",['static detection of security flaws in object-oriented databases'],['incremental computation of nested relational query expressions'],0.32840285,0.6715972,2
31,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental computation of nested relational query expressions,"lars baekgaard , leo mark",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['static detection of security flaws in object-oriented databases', 'keishi tajima']","['incremental computation of nested relational query expressions', 'lars baekgaard , leo mark']",0.2633239,0.7366761,2
20,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,hierarchies and relative operators in the olap environment,keishi tajima,acm sigmod record,1996,"('rtable_title', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'international conference on management of data']","['hierarchies and relative operators in the olap environment', 'acm sigmod record']",0.41934353,0.5806565,2
21,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,hierarchies and relative operators in the olap environment,"elaheh pourabbas , maurizio rafanelli",acm sigmod record,1996,"('rtable_title', 'rtable_authors', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 'international conference on management of data']","['hierarchies and relative operators in the olap environment', 'elaheh pourabbas , maurizio rafanelli', 'acm sigmod record']",0.15940581,0.8405942,3
28,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation aspects of an object-oriented dbms,keishi tajima,acm sigmod record,1995,"('rtable_title', 'rtable_venue', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'international conference on management of data', 1996]","['implementation aspects of an object-oriented dbms', 'acm sigmod record', 1995]",0.0056200633,0.99437994,3
22,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,hierarchies and relative operators in the olap environment,keishi tajima,acm sigmod record,2000,"('rtable_title', 'rtable_venue', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'international conference on management of data', 1996]","['hierarchies and relative operators in the olap environment', 'acm sigmod record', 2000]",0.37248203,0.627518,3
27,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation aspects of an object-oriented dbms,"asuman dogac , mehmet altinel , cetin ozkan , ilker durusoy",acm sigmod record,1996,"('rtable_title', 'rtable_authors', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 'international conference on management of data']","['implementation aspects of an object-oriented dbms', 'asuman dogac , mehmet altinel , cetin ozkan , ilker durusoy', 'acm sigmod record']",0.0066866595,0.9933134,3
16,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 'international conference on management of data']","['implementation of magic-sets in a relational database system', 'inderpal singh mumick , hamid pirahesh', 'international conference on management of data']",0.32256258,0.6774374,3
18,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation of magic-sets in a relational database system,keishi tajima,international conference on management of data,1994,"('rtable_title', 'rtable_venue', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'international conference on management of data', 1996]","['implementation of magic-sets in a relational database system', 'international conference on management of data', 1994]",0.24542964,0.7545703,3
17,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",international conference on management of data,1994,"('rtable_title', 'rtable_authors', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 1996]","['implementation of magic-sets in a relational database system', 'inderpal singh mumick , hamid pirahesh', 1994]",0.3130753,0.68692476,3
10,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental maintenance of recursive views using relational calculus/sql,keishi tajima,acm sigmod record,2000,"('rtable_title', 'rtable_venue', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'international conference on management of data', 1996]","['incremental maintenance of recursive views using relational calculus/sql', 'acm sigmod record', 2000]",0.024858551,0.9751414,3
9,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong , jianwen su",international conference on management of data,2000,"('rtable_title', 'rtable_authors', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 1996]","['incremental maintenance of recursive views using relational calculus/sql', 'guozhu dong , jianwen su', 2000]",0.35066387,0.64933616,3
8,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong , jianwen su",acm sigmod record,1996,"('rtable_title', 'rtable_authors', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 'international conference on management of data']","['incremental maintenance of recursive views using relational calculus/sql', 'guozhu dong , jianwen su', 'acm sigmod record']",0.1636242,0.8363758,3
2,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",international conference on management of data,1999,"('rtable_title', 'rtable_authors', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 1996]","['integration of spatial join algorithms for processing multiple inputs', 'nikos mamoulis , dimitris papadias', 1999]",0.15117952,0.8488205,3
1,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_venue')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 'international conference on management of data']","['integration of spatial join algorithms for processing multiple inputs', 'nikos mamoulis , dimitris papadias', 'international conference on management of data']",0.15904787,0.8409521,3
33,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,incremental computation of nested relational query expressions,"lars baekgaard , leo mark",international conference on management of data,1995,"('rtable_title', 'rtable_authors', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 1996]","['incremental computation of nested relational query expressions', 'lars baekgaard , leo mark', 1995]",0.29568407,0.7043159,3
23,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,hierarchies and relative operators in the olap environment,"elaheh pourabbas , maurizio rafanelli",acm sigmod record,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['static detection of security flaws in object-oriented databases', 'keishi tajima', 'international conference on management of data', 1996]","['hierarchies and relative operators in the olap environment', 'elaheh pourabbas , maurizio rafanelli', 'acm sigmod record', 2000]",0.1496485,0.8503515,4
