,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,11.99,kodak esp 7 all-in-one printer 149.29,1
1,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,nan,kodak esp 7 all-in-one printer 149.29,1
2,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,64.24,kodak esp 7 all-in-one printer 149.29,1
3,accell,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,nan,kodak esp 7 all-in-one printer 149.29,1
4,nan,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,11.99,netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99,1
5,tribeca,printers,nan,248.27,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,nan,kodak esp 7 all-in-one printer 149.29,1
6,nan,printers,nan,248.27,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,nan,kodak esp 7 all-in-one printer 149.29,1
7,da-lite,printers,nan,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,nan,nan,kodak esp 7 all-in-one printer 149.29,1
8,nan,networking,q3675a,58.0,kodak esp 3250 all-in-one printer value bundle,kodak,all-in-one printers,q3675a,nan,kodak esp 7 all-in-one printer 149.29,1
9,nan,printers,nan,58.0,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,kodak,all-in-one printers,nan,nan,kodak esp 7 all-in-one printer 149.29,1
