,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,kodak esp 7 all-in-one printer 149.29,printers,,,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,,"('ltable_title',)",['kodak esp 3250 all-in-one printer value bundle'],['kodak esp 7 all-in-one printer 149.29'],0.34059005975723267,0.6594099402427673,2
1,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,,"('ltable_modelno',)",[nan],['1252972'],0.0338587760925293,0.9661412239074707,2
2,kodak esp 3250 all-in-one printer value bundle,printers,,,58.0,3250 all-in-one printer value bundle,all-in-one printers,kodak,1252972,,"('rtable_title',)",['kodak esp 7 all-in-one printer 149.29'],['3250 all-in-one printer value bundle'],0.05844956636428833,0.9415504336357117,2
3,kodak esp 3250 all-in-one printer value bundle,printers,,,58.0,all-in-one printer value bundle,all-in-one printers,kodak,1252972,,"('rtable_title',)",['kodak esp 7 all-in-one printer 149.29'],['all-in-one printer value bundle'],0.1714702844619751,0.8285297155380249,2
4,kodak esp 3250 all-in-one printer value bundle,printers,,,58.0,kodak esp 3250,all-in-one printers,kodak,1252972,,"('rtable_title',)",['kodak esp 7 all-in-one printer 149.29'],['kodak esp 3250'],0.1263720989227295,0.8736279010772705,2
5,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,,"('ltable_modelno',)",[nan],['1252972'],0.034034669399261475,0.9659653306007385,2
6,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,,"('ltable_modelno',)",[nan],['1252972'],0.03224450349807739,0.9677554965019226,2
7,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,,"('ltable_modelno',)",[nan],['1252972'],0.034034669399261475,0.9659653306007385,2
8,kodak esp 7 all-in-one printer 149.29,printers,,,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,,"('ltable_title',)",['kodak esp 3250 all-in-one printer value bundle'],['kodak esp 7 all-in-one printer 149.29'],0.34059005975723267,0.6594099402427673,2
9,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,,"('ltable_modelno',)",[nan],['1252972'],0.0338587760925293,0.9661412239074707,2
10,kodak esp 3250 all-in-one printer value bundle,printers,,,58.0,kodak esp 3250 all-in-one printer,all-in-one printers,kodak,1252972,,"('rtable_title',)",['kodak esp 7 all-in-one printer 149.29'],['kodak esp 3250 all-in-one printer'],0.16379040479660034,0.8362095952033997,2
