,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","y fujino , m murata , s okano , m takeguchi",proceedings of acm sigmod conference,,"('rtable_authors',)","['s saltenis , c jensen , s leutenegger']","['y fujino , m murata , s okano , m takeguchi']",0.0008278038,0.9991722,2
53,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects",a takasu,proceedings of acm sigmod conference,,"('rtable_authors',)","['s saltenis , c jensen , s leutenegger']",['a takasu'],0.0013419221,0.99865806,2
82,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('rtable_year',)",[nan],[nan],0.0040554334,0.99594456,2
83,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization of energy redistribution in the core of an operating power reactor,"iy emelâ ?? yanov , vg nazaryan , vv postnikov",proceedings of acm sigmod conference,,"('rtable_title', 'rtable_authors')","['lopez. , m. : indexing the position of continuously moving objects', 's saltenis , c jensen , s leutenegger']","['optimization of energy redistribution in the core of an operating power reactor', 'iy emelâ ?? yanov , vg nazaryan , vv postnikov']",0.011040904,0.9889591,2
50,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","political geography ,",1997.0,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['political geography ,', 1997.0]",0.0021734743,0.9978265,2
49,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects",d slater,proceedings of acm sigmod conference,1997.0,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['d slater', 1997.0]",0.0010843069,0.9989157,2
48,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects",d slater,"political geography ,",,"('rtable_authors', 'rtable_venue')","['s saltenis , c jensen , s leutenegger', 'proceedings of acm sigmod conference']","['d slater', 'political geography ,']",0.0011363941,0.9988636,2
47,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,1997.0,"('rtable_year',)",[nan],[1997.0],0.0021862984,0.9978137,2
46,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","political geography ,",,"('rtable_venue',)",['proceedings of acm sigmod conference'],"['political geography ,']",0.0021746517,0.9978254,2
45,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects",d slater,proceedings of acm sigmod conference,,"('rtable_authors',)","['s saltenis , c jensen , s leutenegger']",['d slater'],0.0011625781,0.9988374,2
84,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization of energy redistribution in the core of an operating power reactor,"s saltenis , c jensen , s leutenegger",at .,,"('rtable_title', 'rtable_venue')","['lopez. , m. : indexing the position of continuously moving objects', 'proceedings of acm sigmod conference']","['optimization of energy redistribution in the core of an operating power reactor', 'at .']",0.06900379,0.9309962,2
85,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization of energy redistribution in the core of an operating power reactor,"s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('rtable_title', 'rtable_year')","['lopez. , m. : indexing the position of continuously moving objects', nan]","['optimization of energy redistribution in the core of an operating power reactor', nan]",0.048232276,0.9517678,2
86,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","iy emelâ ?? yanov , vg nazaryan , vv postnikov",at .,,"('rtable_authors', 'rtable_venue')","['s saltenis , c jensen , s leutenegger', 'proceedings of acm sigmod conference']","['iy emelâ ?? yanov , vg nazaryan , vv postnikov', 'at .']",0.0008836763,0.99911636,2
87,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","iy emelâ ?? yanov , vg nazaryan , vv postnikov",proceedings of acm sigmod conference,,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['iy emelâ ?? yanov , vg nazaryan , vv postnikov', nan]",0.0009484162,0.99905163,2
40,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",vldb,2001,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('ltable_venue', 'ltable_year')","['sigmod conference', 2000]","['vldb', 2001]",0.011070814,0.9889292,2
39,indexing the positions of continuously moving objects,"j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar",sigmod conference,2001,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('ltable_authors', 'ltable_year')","['s saltenis , c jensen , s leutenegger , m lopez', 2000]","['j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar', 2001]",0.008397383,0.9916026,2
54,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","proceedings of the second acm international conference on & hellip ; ,",,"('rtable_venue',)",['proceedings of acm sigmod conference'],"['proceedings of the second acm international conference on & hellip ; ,']",0.02231579,0.97768426,2
38,indexing the positions of continuously moving objects,"j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar",vldb,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('ltable_authors', 'ltable_venue')","['s saltenis , c jensen , s leutenegger , m lopez', 'sigmod conference']","['j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar', 'vldb']",0.007476128,0.99252385,2
55,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,1997.0,"('rtable_year',)",[nan],[1997.0],0.0021862942,0.9978137,2
57,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects",a takasu,"proceedings of the second acm international conference on & hellip ; ,",,"('rtable_authors', 'rtable_venue')","['s saltenis , c jensen , s leutenegger', 'proceedings of acm sigmod conference']","['a takasu', 'proceedings of the second acm international conference on & hellip ; ,']",0.003309332,0.99669063,2
73,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","f strack , ll martin , s stepper",proceedings of acm sigmod conference,,"('rtable_authors',)","['s saltenis , c jensen , s leutenegger']","['f strack , ll martin , s stepper']",0.1835621,0.8164379,2
76,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","f strack , ll martin , s stepper",proceedings of acm sigmod conference,1988.0,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['f strack , ll martin , s stepper', 1988.0]",0.092703015,0.90729696,2
77,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","journal of personality and social psychology ,",1988.0,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['journal of personality and social psychology ,', 1988.0]",0.27057058,0.7294295,2
70,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","european rotorcraft forum , 25 th , rome , italy , proceedings. ,",1999.0,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['european rotorcraft forum , 25 th , rome , italy , proceedings. ,', 1999.0]",0.004971514,0.99502856,2
69,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","m loka , p tran , m moore , m robichaud , w di",proceedings of acm sigmod conference,1999.0,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['m loka , p tran , m moore , m robichaud , w di', 1999.0]",0.0027461096,0.99725395,2
68,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","m loka , p tran , m moore , m robichaud , w di","european rotorcraft forum , 25 th , rome , italy , proceedings. ,",,"('rtable_authors', 'rtable_venue')","['s saltenis , c jensen , s leutenegger', 'proceedings of acm sigmod conference']","['m loka , p tran , m moore , m robichaud , w di', 'european rotorcraft forum , 25 th , rome , italy , proceedings. ,']",0.0057621635,0.9942378,2
67,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,engine-airframe integration using navier-stokes simulation of two agusta helicopters upper deck cowl,"s saltenis , c jensen , s leutenegger","european rotorcraft forum , 25 th , rome , italy , proceedings. ,",,"('rtable_title', 'rtable_venue')","['lopez. , m. : indexing the position of continuously moving objects', 'proceedings of acm sigmod conference']","['engine-airframe integration using navier-stokes simulation of two agusta helicopters upper deck cowl', 'european rotorcraft forum , 25 th , rome , italy , proceedings. ,']",0.3452415,0.6547586,2
66,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,1999.0,"('rtable_year',)",[nan],[1999.0],0.0021862942,0.9978137,2
65,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","european rotorcraft forum , 25 th , rome , italy , proceedings. ,",,"('rtable_venue',)",['proceedings of acm sigmod conference'],"['european rotorcraft forum , 25 th , rome , italy , proceedings. ,']",0.0056828507,0.9943171,2
64,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","m loka , p tran , m moore , m robichaud , w di",proceedings of acm sigmod conference,,"('rtable_authors',)","['s saltenis , c jensen , s leutenegger']","['m loka , p tran , m moore , m robichaud , w di']",0.0029478846,0.9970521,2
79,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization of energy redistribution in the core of an operating power reactor,"s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('rtable_title',)","['lopez. , m. : indexing the position of continuously moving objects']",['optimization of energy redistribution in the core of an operating power reactor'],0.048232187,0.9517678,2
80,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","iy emelâ ?? yanov , vg nazaryan , vv postnikov",proceedings of acm sigmod conference,,"('rtable_authors',)","['s saltenis , c jensen , s leutenegger']","['iy emelâ ?? yanov , vg nazaryan , vv postnikov']",0.0009484162,0.99905163,2
81,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",at .,,"('rtable_venue',)",['proceedings of acm sigmod conference'],['at .'],0.013027839,0.98697215,2
59,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","proceedings of the second acm international conference on & hellip ; ,",1997.0,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['proceedings of the second acm international conference on & hellip ; ,', 1997.0]",0.008873988,0.991126,2
58,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects",a takasu,proceedings of acm sigmod conference,1997.0,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['a takasu', 1997.0]",0.0014657344,0.9985342,2
56,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,bibliographic integration in digital document libraries ( poster ),a takasu,proceedings of acm sigmod conference,,"('rtable_title', 'rtable_authors')","['lopez. , m. : indexing the position of continuously moving objects', 's saltenis , c jensen , s leutenegger']","['bibliographic integration in digital document libraries ( poster )', 'a takasu']",0.22502783,0.7749722,2
74,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","journal of personality and social psychology ,",,"('rtable_venue',)",['proceedings of acm sigmod conference'],"['journal of personality and social psychology ,']",0.42765397,0.57234603,2
37,the worlinfo assistant : spatio-temporal information integration on the web,"j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('ltable_title', 'ltable_authors')","['indexing the positions of continuously moving objects', 's saltenis , c jensen , s leutenegger , m lopez']","['the worlinfo assistant : spatio-temporal information integration on the web', 'j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar']",0.0029198618,0.99708015,2
35,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",vldb,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('ltable_venue',)",['sigmod conference'],['vldb'],0.006765235,0.9932348,2
15,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","a bemporad , fd torrisi , m morari","lecture notes in computer science ,",,"('rtable_authors', 'rtable_venue')","['s saltenis , c jensen , s leutenegger', 'proceedings of acm sigmod conference']","['a bemporad , fd torrisi , m morari', 'lecture notes in computer science ,']",0.0035445981,0.99645543,2
14,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization-based verification and stability characterization of piecewise affine and hybrid,"s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,2000.0,"('rtable_title', 'rtable_year')","['lopez. , m. : indexing the position of continuously moving objects', nan]","['optimization-based verification and stability characterization of piecewise affine and hybrid', 2000.0]",0.020707496,0.9792925,2
13,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization-based verification and stability characterization of piecewise affine and hybrid,"s saltenis , c jensen , s leutenegger","lecture notes in computer science ,",,"('rtable_title', 'rtable_venue')","['lopez. , m. : indexing the position of continuously moving objects', 'proceedings of acm sigmod conference']","['optimization-based verification and stability characterization of piecewise affine and hybrid', 'lecture notes in computer science ,']",0.042837836,0.9571622,2
12,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization-based verification and stability characterization of piecewise affine and hybrid,"a bemporad , fd torrisi , m morari",proceedings of acm sigmod conference,,"('rtable_title', 'rtable_authors')","['lopez. , m. : indexing the position of continuously moving objects', 's saltenis , c jensen , s leutenegger']","['optimization-based verification and stability characterization of piecewise affine and hybrid', 'a bemporad , fd torrisi , m morari']",0.037972912,0.96202713,2
11,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,2000.0,"('rtable_year',)",[nan],[2000.0],0.0021862942,0.9978137,2
10,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","a bemporad , fd torrisi , m morari",proceedings of acm sigmod conference,,"('rtable_authors',)","['s saltenis , c jensen , s leutenegger']","['a bemporad , fd torrisi , m morari']",0.0012211837,0.99877876,2
9,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,optimization-based verification and stability characterization of piecewise affine and hybrid,"s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('rtable_title',)","['lopez. , m. : indexing the position of continuously moving objects']",['optimization-based verification and stability characterization of piecewise affine and hybrid'],0.021299547,0.97870046,2
98,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","h sira-ramirez , m zribi , s ahmad",,,"('rtable_authors', 'rtable_venue')","['s saltenis , c jensen , s leutenegger', 'proceedings of acm sigmod conference']","['h sira-ramirez , m zribi , s ahmad', nan]",0.0028155243,0.99718446,2
99,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","h sira-ramirez , m zribi , s ahmad",proceedings of acm sigmod conference,,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['h sira-ramirez , m zribi , s ahmad', nan]",0.0022487885,0.9977512,2
100,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",,,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","[nan, nan]",0.0039424286,0.9960576,2
5,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","proc . spie ,",2000.0,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['proc . spie ,', 2000.0]",0.0032051436,0.9967949,2
4,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","y fujino , m murata , s okano , m takeguchi",proceedings of acm sigmod conference,2000.0,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['y fujino , m murata , s okano , m takeguchi', 2000.0]",0.0009757418,0.9990243,2
3,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","y fujino , m murata , s okano , m takeguchi","proc . spie ,",,"('rtable_authors', 'rtable_venue')","['s saltenis , c jensen , s leutenegger', 'proceedings of acm sigmod conference']","['y fujino , m murata , s okano , m takeguchi', 'proc . spie ,']",0.0010056008,0.9989944,2
2,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,2000.0,"('rtable_year',)",[nan],[2000.0],0.0021862942,0.9978137,2
1,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","proc . spie ,",,"('rtable_venue',)",['proceedings of acm sigmod conference'],"['proc . spie ,']",0.0025342288,0.9974657,2
16,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","a bemporad , fd torrisi , m morari",proceedings of acm sigmod conference,2000.0,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['a bemporad , fd torrisi , m morari', 2000.0]",0.0011970554,0.9988029,2
36,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2001,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('ltable_year',)",[2000],[2001],0.0061602485,0.9938398,2
17,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","lecture notes in computer science ,",2000.0,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['lecture notes in computer science ,', 2000.0]",0.20129602,0.79870397,2
96,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('rtable_year',)",[nan],[nan],0.0040554334,0.99594456,2
34,indexing the positions of continuously moving objects,"j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",proceedings of acm sigmod conference,,"('ltable_authors',)","['s saltenis , c jensen , s leutenegger , m lopez']","['j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar']",0.006070838,0.99392915,2
88,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger",at .,,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['at .', nan]",0.013027839,0.98697215,2
29,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","s saltenis , c jensen , s leutenegger","proceedings of the 25 thconference of the pme . utrecht nl ,",,"('rtable_venue', 'rtable_year')","['proceedings of acm sigmod conference', nan]","['proceedings of the 25 thconference of the pme . utrecht nl ,', nan]",0.015595662,0.98440427,2
28,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,"lopez. , m. : indexing the position of continuously moving objects","m cerulli , ma mariotti",proceedings of acm sigmod conference,,"('rtable_authors', 'rtable_year')","['s saltenis , c jensen , s leutenegger', nan]","['m cerulli , ma mariotti', nan]",0.0072280467,0.9927719,2
97,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,dynamical sliding mode control approach for vertical flight regulation in helicopters,"h sira-ramirez , m zribi , s ahmad",proceedings of acm sigmod conference,,"('rtable_title', 'rtable_authors')","['lopez. , m. : indexing the position of continuously moving objects', 's saltenis , c jensen , s leutenegger']","['dynamical sliding mode control approach for vertical flight regulation in helicopters', 'h sira-ramirez , m zribi , s ahmad']",0.3497213,0.6502787,2
