,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Ember Smoked Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,"('ltable_Beer_Name',)","[""Brewmaster 's Reserve Imperial Red Ale""]",['Ember Smoked Red Ale'],0.99005204,0.009947932,2
95,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Bin SaskBerry Prairie Berry Ale,Ballast Point Brewing Company,Fruit Beer,10 %,"('rtable_Beer_Name', 'rtable_Style')","['Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged', 'American Strong Ale']","['Bin SaskBerry Prairie Berry Ale', 'Fruit Beer']",0.9877539,0.01224605,2
94,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Bin SaskBerry Prairie Berry Ale,Great Western Brewing &#40; Canadian Brewing &#41;,American Strong Ale,10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged', 'Ballast Point Brewing Company']","['Bin SaskBerry Prairie Berry Ale', 'Great Western Brewing &#40; Canadian Brewing &#41;']",0.99743855,0.0025613774,2
93,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,5 %,"('rtable_ABV',)",['10 %'],['5 %'],0.9971507,0.0028492457,2
92,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,Fruit Beer,10 %,"('rtable_Style',)",['American Strong Ale'],['Fruit Beer'],0.9939067,0.0060933037,2
91,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Great Western Brewing &#40; Canadian Brewing &#41;,American Strong Ale,10 %,"('rtable_Brew_Factory_Name',)",['Ballast Point Brewing Company'],['Great Western Brewing &#40; Canadian Brewing &#41;'],0.9996948,0.0003052046,2
90,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Bin SaskBerry Prairie Berry Ale,Ballast Point Brewing Company,American Strong Ale,10 %,"('rtable_Beer_Name',)",['Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged'],['Bin SaskBerry Prairie Berry Ale'],0.99707603,0.0029239322,2
143,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Smuttynose Brewing Company,American Strong Ale,10.80 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Ballast Point Brewing Company', '10 %']","['Smuttynose Brewing Company', '10.80 %']",0.9944026,0.005597447,2
84,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,Amber Ale,5.50 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '10 %']","['Amber Ale', '5.50 %']",0.9979405,0.0020594685,2
83,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,HopTown Brewing Company,American Strong Ale,5.50 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Ballast Point Brewing Company', '10 %']","['HopTown Brewing Company', '5.50 %']",0.9858021,0.01419796,2
