,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,samsung s2 640gb usb 3.0 portable external hard drive red,electronics - general,apc,be750g,238.0,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,batteries chargers accessories,apc,be450g,55.99,1
1,srs labs analog rca volume leveler,electronics - general,apc,be750g,22.92,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,batteries chargers accessories,apc,be450g,55.99,0
2,srs labs analog rca volume leveler,hard drives,kingston,be750g,7443.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,batteries chargers accessories,epson,be450g,84.99,0
3,srs labs analog rca volume leveler,hard drives,kingston,be750g,7443.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,batteries chargers accessories,apc,be450g,84.99,0
4,srs labs analog rca volume leveler,electronics - general,apc,be750g,95.88,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,batteries chargers accessories,apc,be450g,55.99,0
5,samsung s2 640gb usb 3.0 portable external hard drive red,electronics - general,apc,be750g,238.0,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,batteries chargers accessories,apc,be450g,180.95,1
6,srs labs analog rca volume leveler,electronics - general,apc,be750g,90.88,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,batteries chargers accessories,apc,be450g,55.99,0
7,srs labs analog rca volume leveler,hard drives,apc,a361-12cp,5.54,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,batteries chargers accessories,griffin technology,p-sdhc4g2-ef / purple,94.49,0
8,samsung s2 640gb usb 3.0 portable external hard drive red,electronics - general,apc,be750g,238.0,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,nan,apc,be450g,180.95,0
9,samsung s2 640gb usb 3.0 portable external hard drive red,electronics - general,balt,be750g,238.0,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,nan,apc,be450g,180.95,0
