,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,the print shop 21 deluxe by broderbund,adobe,399.0,adobe cs3 design standard upgrade,,413.99,"('ltable_title',)",['adobe cs3 design standard macosx dvd'],['the print shop 21 deluxe by broderbund'],1,0,0.063027725,0.9369723,2
1,,the print shop 21 deluxe by broderbund,encore software,399.0,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer')","['adobe cs3 design standard macosx dvd', 'adobe']","['the print shop 21 deluxe by broderbund', 'encore software']",1,0,0.013901876,0.9860982,2
2,,the print shop 21 deluxe by broderbund,adobe,,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_price')","['adobe cs3 design standard macosx dvd', 399.0]","['the print shop 21 deluxe by broderbund', nan]",1,0,0.01578554,0.9842144,2
4,,cs3 design standard upgrade,adobe,399.0,adobe cs3 design standard upgrade,,413.99,"('ltable_title',)",['adobe cs3 design standard macosx dvd'],['cs3 design standard upgrade'],1,0,0.015086155,0.9849139,2
5,,cs3 design standard upgrade,,399.0,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer')","['adobe cs3 design standard macosx dvd', 'adobe']","['cs3 design standard upgrade', nan]",1,0,0.013162122,0.9868378,2
6,,cs3 design standard upgrade,adobe,413.99,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_price')","['adobe cs3 design standard macosx dvd', 399.0]","['cs3 design standard upgrade', 413.99]",1,0,0.014443663,0.9855563,2
8,,adobe cs3 design,,399.0,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer')","['adobe cs3 design standard macosx dvd', 'adobe']","['adobe cs3 design', nan]",1,0,0.028589545,0.97141045,2
9,,adobe cs3 design,adobe,413.99,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_price')","['adobe cs3 design standard macosx dvd', 399.0]","['adobe cs3 design', 413.99]",1,0,0.013033978,0.986966,2
11,,adobe cs3 design standard,,399.0,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer')","['adobe cs3 design standard macosx dvd', 'adobe']","['adobe cs3 design standard', nan]",1,0,0.0153114945,0.9846885,2
12,,adobe cs3 design standard,adobe,413.99,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_price')","['adobe cs3 design standard macosx dvd', 399.0]","['adobe cs3 design standard', 413.99]",1,0,0.013667053,0.98633295,2
3,,the print shop 21 deluxe by broderbund,encore software,,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe cs3 design standard macosx dvd', 'adobe', 399.0]","['the print shop 21 deluxe by broderbund', 'encore software', nan]",1,0,0.014877502,0.98512256,3
7,,cs3 design standard upgrade,,413.99,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe cs3 design standard macosx dvd', 'adobe', 399.0]","['cs3 design standard upgrade', nan, 413.99]",1,0,0.012480711,0.98751926,3
10,,adobe cs3 design,,413.99,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe cs3 design standard macosx dvd', 'adobe', 399.0]","['adobe cs3 design', nan, 413.99]",1,0,0.019635195,0.9803648,3
13,,adobe cs3 design standard,,413.99,adobe cs3 design standard upgrade,,413.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe cs3 design standard macosx dvd', 'adobe', 399.0]","['adobe cs3 design standard', nan, 413.99]",1,0,0.013667554,0.9863325,3
