,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,paper mate,tv accessories,resl422b-e,29.99,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,antec,tv mounts,resl422b-f,125.99,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
1,orbital,usb drives,resl422b-e,249.99,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,cleaning repair,resl422b-f,125.99,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
2,orbital,tv accessories,resl422b-e,29.99,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,antec,tv mounts,resl422b-f,125.99,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
3,orbital,tv accessories,resl422b-e,29.99,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,tv mounts,resl422b-f,11.18,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
4,orbital,printers,resl422b-e,8.25,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,tv mounts,resl422b-f,nan,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
5,orbital,tv accessories,resl422b-e,29.99,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,tv mounts,resl422b-f,125.99,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
6,orbital,networking,resl422b-e,29.99,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,tv mounts,resl422b-f,11.18,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
7,orbital,tv accessories,resl422b-e,8.25,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,tv mounts,resl422b-f,16.87,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
8,pny,tv accessories,resl422b-e,29.99,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,tv mounts,resl422b-f,125.99,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
9,orbital,tv accessories,resl422b-e,8.25,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,avf,tv mounts,resl422b-f,nan,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,1
