,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,"Singer/Songwriter , Music , Rock",$ 0.99,2-Jul-12,If I Am a Stranger ( Live In Amsterdam ),1:25,Ready For The Weekend,Ryan Adams,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,Rock,$ 0.99,"December 14 , 2010",Sound Of Letting Go ( Feat . Chris Willis ),3:58,1
1,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,"Dance , Music , Rock , House , Electronic , French Pop",$ 0.99,2-Jul-12,If I Am a Stranger ( Live In Amsterdam ),5:10,Live At Carnegie Hall [ Explicit ],Ryan Adams,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",Rap & Hip-Hop,$ 0.99,"April 21 , 2015",My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),4:10,1
2,Take Care ( Deluxe Version ),Ryan Adams,2012 PAXAM RECORDS,"Singer/Songwriter , Music , Rock",$ 0.99,14-Oct-14,Cameras,5:10,Live At Carnegie Hall [ Explicit ],Ryan Adams,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,Rock,$ 1.29,"April 21 , 2015",We Found Love,5:22,1
3,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,"Electronic , Music",$ 0.99,2-Jul-12,45,5:10,Mississippi-The Album ( Explicit Version ),Ryan Adams,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,"December 21 , 2010",45,5:22,1
4,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,"Rock , Music , Metal , Alternative , Hard Rock",$ 0.99,2-Jul-12,If I Am a Stranger ( Live In Amsterdam ),4:12,Live At Carnegie Hall [ Explicit ],Ryan Adams,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )","Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,"April 21 , 2015",My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),4:10,1
5,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,"Singer/Songwriter , Music , Rock",$ 0.99,2-Jul-12,If I Am a Stranger ( Live In Amsterdam ),5:10,Live At Carnegie Hall [ Explicit ],Ryan Adams,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",Rap & Hip-Hop,$ 0.99,"April 21 , 2015",My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),4:10,1
6,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven",2012 PAXAM RECORDS,"Singer/Songwriter , Music , Rock",$ 1.99,2-Jul-12,If I Am a Stranger ( Live In Amsterdam ),4:03,Live At Carnegie Hall [ Explicit ],Ryan Adams,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,Rock,$ 1.29,"August 26 , 2011",My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),4:10,1
7,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2009 Rostrum Records,"Singer/Songwriter , Music , Rock",$ 1.99,2-Jul-12,If I Am a Stranger ( Live In Amsterdam ),5:10,Live At Carnegie Hall [ Explicit ],Ryan Adams,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,Rock,$ 1.29,"April 21 , 2015",My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),4:10,1
8,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,"Singer/Songwriter , Music , Rock",$ 0.99,12-Dec-11,If I Am a Stranger ( Live In Amsterdam ),5:10,Live At Carnegie Hall [ Explicit ],Mark Ronson,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,"April 21 , 2015",X2CU,4:10,1
9,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,"Singer/Songwriter , Music , Rock",$ 0.99,2-Jul-12,If I Am a Stranger ( Live In Amsterdam ),5:10,Live At Carnegie Hall [ Explicit ],Mark Ronson,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,"April 21 , 2015",X2CU,4:10,1
