,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,ihome app-friendly rechargeable speaker system for ipad iphone ipod electronics - general ihome id9s 99.99,electronics - general,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title',)",['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal'],['ihome app-friendly rechargeable speaker system for ipad iphone ipod electronics - general ihome id9s 99.99'],0.24001297,0.75998706,2
51,human toolz 3-in-1 netbook pad designer tan electronics - general 9.88,,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title', 'ltable_category')","['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal', 'electronics - general']","['human toolz 3-in-1 netbook pad designer tan electronics - general 9.88', nan]",0.27743512,0.72256494,2
42,hc da-mat tensioned advantage electrol -,electronics - general,da-lite,89939,,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title', 'ltable_price')","['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal', 2595.0]","['hc da-mat tensioned advantage electrol -', nan]",0.16074763,0.8392524,2
41,hc da-mat tensioned advantage electrol -,electronics - general,da-lite,,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title', 'ltable_modelno')","['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal', '89939']","['hc da-mat tensioned advantage electrol -', nan]",0.1607475,0.8392525,2
40,hc da-mat tensioned advantage electrol -,electronics - general,,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title', 'ltable_brand')","['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal', 'da-lite']","['hc da-mat tensioned advantage electrol -', nan]",0.1607475,0.8392525,2
39,hc da-mat tensioned advantage electrol -,electronics - general,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title',)",['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal'],['hc da-mat tensioned advantage electrol -'],0.41495213,0.58504784,2
30,hc da-mat tensioned advantage electrol - av,electronics - general,da-lite,89939,,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title', 'ltable_price')","['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal', 2595.0]","['hc da-mat tensioned advantage electrol - av', nan]",0.1409007,0.85909927,2
29,hc da-mat tensioned advantage electrol - av,electronics - general,da-lite,,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title', 'ltable_modelno')","['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal', '89939']","['hc da-mat tensioned advantage electrol - av', nan]",0.1409007,0.85909927,2
27,hc da-mat tensioned advantage electrol - av,electronics - general,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title',)",['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal'],['hc da-mat tensioned advantage electrol - av'],0.30740565,0.69259435,2
18,d-link dap-1350 wireless-n pocket router and access point dap1350,networking,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,,"('ltable_title', 'ltable_category')","['da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal', 'electronics - general']","['d-link dap-1350 wireless-n pocket router and access point dap1350', 'networking']",0.20750068,0.7924993,2
