,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,da-lite,89939,56.88,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,nan,512-p3-1301-kr,nan,1
1,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,lexmark,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,nan,nan,65.0,1
2,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,stationery & office machinery,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,nan,nan,nan,1
3,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,hard drives,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,pioneer,nan,nan,1
4,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,da-lite,zt-40604-10l,2595.0,icon-icon4-blk neoprene notebook sleeve black motion systems 9.99,projection screens,nan,nan,nan,1
5,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,printers,da-lite,89939,23.98,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,nan,nan,nan,1
6,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,all-in-one printers,nan,a362-12cp,nan,1
7,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,samsung,q3675a,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,nan,nan,nan,1
8,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,da-lite,89939,238.0,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,nan,nan,46.99,1
9,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,mp3 accessories,da-lite,89939,29.99,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,nan,nan,nan,1
