,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,cordless telephones,elite,,,"('rtable_category',)",['projection screens'],['cordless telephones'],0.28379527,0.7162047,2
88,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,,,,"('rtable_category', 'rtable_brand')","['projection screens', 'elite']","[nan, nan]",0.41520825,0.5847917,2
36,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,elite,,,"('rtable_category',)",['projection screens'],[nan],0.43629944,0.56370056,2
37,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,,,,"('rtable_category', 'rtable_brand')","['projection screens', 'elite']","[nan, nan]",0.41520825,0.5847917,2
38,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,elite,q1421a,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","[nan, 'q1421a']",0.45005494,0.54994506,2
39,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,elite,,,"('rtable_category', 'rtable_price')","['projection screens', nan]","[nan, nan]",0.4362999,0.56370014,2
87,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,da-lite stand master ii - cart for projector projection screens da-lite,projection screens,,,,"('rtable_title', 'rtable_brand')","['cinegray ezframe series fixed frame screen - 150 diagonal 879.0', 'elite']","['da-lite stand master ii - cart for projector projection screens da-lite', nan]",0.4197148,0.58028513,2
86,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,da-lite stand master ii - cart for projector projection screens da-lite,,elite,,,"('rtable_title', 'rtable_category')","['cinegray ezframe series fixed frame screen - 150 diagonal 879.0', 'projection screens']","['da-lite stand master ii - cart for projector projection screens da-lite', nan]",0.13684842,0.8631516,2
85,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,elite,,,"('rtable_category',)",['projection screens'],[nan],0.4362999,0.56370014,2
84,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,da-lite stand master ii - cart for projector projection screens da-lite,projection screens,elite,,,"('rtable_title',)",['cinegray ezframe series fixed frame screen - 150 diagonal 879.0'],['da-lite stand master ii - cart for projector projection screens da-lite'],0.3901568,0.60984313,2
44,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,foreign language translators,elite,,,"('rtable_category',)",['projection screens'],['foreign language translators'],0.47717506,0.52282494,2
45,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,foreign language translators,svat,,,"('rtable_category', 'rtable_brand')","['projection screens', 'elite']","['foreign language translators', 'svat']",0.47538146,0.5246185,2
67,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,elite,,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","[nan, nan]",0.4362999,0.56370014,2
46,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,foreign language translators,elite,,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","['foreign language translators', nan]",0.47717506,0.52282494,2
52,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,memory cards,elite,,,"('rtable_category',)",['projection screens'],['memory cards'],0.36358705,0.636413,2
53,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,memory cards,,,,"('rtable_category', 'rtable_brand')","['projection screens', 'elite']","['memory cards', nan]",0.34692648,0.65307355,2
54,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,memory cards,elite,,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","['memory cards', nan]",0.36358705,0.636413,2
55,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,memory cards,elite,,14.95,"('rtable_category', 'rtable_price')","['projection screens', nan]","['memory cards', 14.95]",0.31923014,0.68076986,2
60,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12,projection screens,elite,,,"('rtable_title',)",['cinegray ezframe series fixed frame screen - 150 diagonal 879.0'],['diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12'],0.40257004,0.59742993,2
61,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,,elite,,,"('rtable_category',)",['projection screens'],[nan],0.4362999,0.56370014,2
62,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12,,elite,,,"('rtable_title', 'rtable_category')","['cinegray ezframe series fixed frame screen - 150 diagonal 879.0', 'projection screens']","['diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12', nan]",0.25962105,0.7403789,2
63,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12,projection screens,diamond,,,"('rtable_title', 'rtable_brand')","['cinegray ezframe series fixed frame screen - 150 diagonal 879.0', 'elite']","['diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12', 'diamond']",0.4729127,0.5270874,2
64,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12,projection screens,elite,,,"('rtable_title', 'rtable_modelno')","['cinegray ezframe series fixed frame screen - 150 diagonal 879.0', nan]","['diamond msp100b mini rockers mobile speakers black computer speakers msp100b 24.12', nan]",0.40257004,0.59742993,2
