,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,the distribution of money and prices in search equilibrium,m molico,,,"('rtable_title', 'rtable_authors')","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'i solis , k obraczka']","['the distribution of money and prices in search equilibrium', 'm molico']",0.333844,0.666156,2
25,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,the effect of join selectivities on optimal nesting order,"i solis , k obraczka","sigmod record ,",,"('rtable_title', 'rtable_venue')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['the effect of join selectivities on optimal nesting order', 'sigmod record ,']",0.41435555,0.5856445,2
20,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,the strip rule system for efficiently maintaining derived data,"i solis , k obraczka",,1997.0,"('rtable_title', 'rtable_year')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['the strip rule system for efficiently maintaining derived data', 1997.0]",0.020611558,0.9793885,2
19,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,the strip rule system for efficiently maintaining derived data,"b adelberg , h garcia-molina , j widom",,,"('rtable_title', 'rtable_authors')","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'i solis , k obraczka']","['the strip rule system for efficiently maintaining derived data', 'b adelberg , h garcia-molina , j widom']",0.0049180263,0.995082,2
18,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,the strip rule system for efficiently maintaining derived data,"i solis , k obraczka",,,"('rtable_title',)",['in-network aggregation trade-offs for data collection in wireless sensor networks'],['the strip rule system for efficiently maintaining derived data'],0.08254737,0.91745263,2
10,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,active data hiding for secure electronic media distribution,"i solis , k obraczka",,,"('rtable_title', 'rtable_year')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['active data hiding for secure electronic media distribution', nan]",0.13858911,0.8614109,2
9,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,active data hiding for secure electronic media distribution,"h yu , a gelman , r fish",,,"('rtable_title', 'rtable_authors')","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'i solis , k obraczka']","['active data hiding for secure electronic media distribution', 'h yu , a gelman , r fish']",0.42166033,0.5783397,2
8,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,active data hiding for secure electronic media distribution,"i solis , k obraczka",,,"('rtable_title',)",['in-network aggregation trade-offs for data collection in wireless sensor networks'],['active data hiding for secure electronic media distribution'],0.13858911,0.8614109,2
14,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,tcp-aware packet marking in networks with diffserv support,"i solis , k obraczka","computer networks ,",,"('rtable_title', 'rtable_venue')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['tcp-aware packet marking in networks with diffserv support', 'computer networks ,']",0.47817925,0.5218208,2
6,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,telecommunications network total cost of ownership and return on investment modelling,"i solis , k obraczka",,2003.0,"('rtable_title', 'rtable_year')","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]","['telecommunications network total cost of ownership and return on investment modelling', 2003.0]",0.051372536,0.9486274,2
