,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Evil Owl Amber,The Pike Brewing Company,American Barleywine,9.90 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Beer_Name',)",['Pike Old Bawdy Barley Wine'],['Evil Owl Amber'],0.99837047,0.0016295322,2
56,Pike Old Bawdy Barley Wine,Old Abbey Ales,American Amber / Red Ale,9.90 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['The Pike Brewing Company', 'American Barleywine']","['Old Abbey Ales', 'American Amber / Red Ale']",0.809258,0.19074202,2
55,Brett Trois Red Rye ISA,The Pike Brewing Company,American Barleywine,4.20 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Beer_Name', 'ltable_ABV')","['Pike Old Bawdy Barley Wine', '9.90 %']","['Brett Trois Red Rye ISA', '4.20 %']",0.82192826,0.1780717,2
54,Brett Trois Red Rye ISA,The Pike Brewing Company,American Amber / Red Ale,9.90 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Beer_Name', 'ltable_Style')","['Pike Old Bawdy Barley Wine', 'American Barleywine']","['Brett Trois Red Rye ISA', 'American Amber / Red Ale']",0.9827293,0.01727066,2
53,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Amber / Red Ale,9.90 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Style',)",['American Barleywine'],['American Amber / Red Ale'],0.6442142,0.35578576,2
52,Brett Trois Red Rye ISA,The Pike Brewing Company,American Barleywine,9.90 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Beer_Name',)",['Pike Old Bawdy Barley Wine'],['Brett Trois Red Rye ISA'],0.7025108,0.29748923,2
99,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Barleywine,9.90 %,Delafield Bricklayer Pale Ale,Bristol Brewing Company,Barley Wine,11.25 %,"('rtable_Beer_Name',)",['Bristol Old No. 23 Barley Wine'],['Delafield Bricklayer Pale Ale'],0.9749761,0.025023904,2
100,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Barleywine,9.90 %,Delafield Bricklayer Pale Ale,Delafield Brewhaus,Barley Wine,11.25 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Bristol Old No. 23 Barley Wine', 'Bristol Brewing Company']","['Delafield Bricklayer Pale Ale', 'Delafield Brewhaus']",0.99612075,0.0038792253,2
57,Pike Old Bawdy Barley Wine,Old Abbey Ales,American Barleywine,4.20 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['The Pike Brewing Company', '9.90 %']","['Old Abbey Ales', '4.20 %']",0.5627534,0.43724668,2
101,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Barleywine,9.90 %,Delafield Bricklayer Pale Ale,Bristol Brewing Company,English Pale Ale,11.25 %,"('rtable_Beer_Name', 'rtable_Style')","['Bristol Old No. 23 Barley Wine', 'Barley Wine']","['Delafield Bricklayer Pale Ale', 'English Pale Ale']",0.98905724,0.010942746,2
103,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Barleywine,9.90 %,Bristol Old No. 23 Barley Wine,Delafield Brewhaus,English Pale Ale,11.25 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Bristol Brewing Company', 'Barley Wine']","['Delafield Brewhaus', 'English Pale Ale']",0.73531127,0.26468876,2
46,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Amber / Red Ale,-,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Style', 'ltable_ABV')","['American Barleywine', '9.90 %']","['American Amber / Red Ale', '-']",0.9794719,0.020528046,2
45,Pike Old Bawdy Barley Wine,Berghoff Brewery,American Barleywine,-,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['The Pike Brewing Company', '9.90 %']","['Berghoff Brewery', '-']",0.9741366,0.025863359,2
44,Pike Old Bawdy Barley Wine,Berghoff Brewery,American Amber / Red Ale,9.90 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['The Pike Brewing Company', 'American Barleywine']","['Berghoff Brewery', 'American Amber / Red Ale']",0.9154476,0.08455244,2
43,Rock River Red Ale,The Pike Brewing Company,American Barleywine,-,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,"('ltable_Beer_Name', 'ltable_ABV')","['Pike Old Bawdy Barley Wine', '9.90 %']","['Rock River Red Ale', '-']",0.9999355,6.44325e-05,2
