,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,4-Dec-12,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],4:31,Blacc Hollywood ( Deluxe ) [ Explicit ],Flo Rida,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
1,O.N.I.F.C. ( Deluxe Version ),Skrillex & Kill the Noise,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,4-Dec-12,Remember You ( feat . The Weeknd ),4:09,Blacc Hollywood ( Deluxe ) [ Explicit ],Drake,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
2,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2015 Warner Bros. . Records Inc.,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,4-Dec-12,Remember You ( feat . The Weeknd ),4:09,Blacc Hollywood ( Deluxe ) [ Explicit ],Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
3,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,4-Dec-12,Remember You ( feat . The Weeknd ),4:09,O.N.I.F.C. [ Explicit ],Mark Ronson,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
4,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ 1.99,4-Dec-12,Remember You ( feat . The Weeknd ),4:09,Blacc Hollywood ( Deluxe ) [ Explicit ],Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
5,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,4-Dec-12,Remember You ( feat . The Weeknd ),4:09,Hotel Cabana [ Explicit ],Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",Over My Dead Body [ Clean ],4:09,1
6,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,4-Dec-12,45,5:20,Last Train To Paris [ Explicit ],Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
7,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,4-Dec-12,Remember You ( feat . The Weeknd ),4:09,Blacc Hollywood ( Deluxe ) [ Explicit ],Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
8,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,14-Oct-14,45,5:20,Last Train To Paris [ Explicit ],Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
9,O.N.I.F.C. ( Deluxe Version ),Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ 1.99,18-Sep-07,Remember You ( feat . The Weeknd ),4:09,Blacc Hollywood ( Deluxe ) [ Explicit ],Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Rap & Hip-Hop,$ 1.29,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ],4:09,1
