,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Harvard Honey Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Harvard Honey Ale'],0.8400079,0.15999211,2
34,Wisco Disco,Mammoth Brewing Company,American Amber / Red Ale,5.10 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Real McCoy Amber Ale', '4.50 %']","['Wisco Disco', '5.10 %']",0.5039397,0.49606034,2
69,Tenaya Creek Old Jackalope Barleywine,Mammoth Brewing Company,American Amber / Red Ale,10.40 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Real McCoy Amber Ale', '4.50 %']","['Tenaya Creek Old Jackalope Barleywine', '10.40 %']",0.7176708,0.28232917,2
36,Real McCoy Amber Ale,Stillmank Beer Company,American Amber / Red Ale,5.10 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Mammoth Brewing Company', '4.50 %']","['Stillmank Beer Company', '5.10 %']",0.6552374,0.34476265,2
88,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Glasstown Fortescue Fisherman_s Ale,Mammoth Brewing Company,Altbier,4.50 %,"('rtable_Beer_Name',)",['Mammoth Real McCoy Amber Ale'],['Glasstown Fortescue Fisherman_s Ale'],0.96503174,0.034968305,2
42,Bat Out Of Hell Red Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Bat Out Of Hell Red Ale'],0.959974,0.04002599,2
43,Real McCoy Amber Ale,Poor House Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name',)",['Mammoth Brewing Company'],['Poor House Brewing Company'],0.87974954,0.120250426,2
44,Bat Out Of Hell Red Ale,Poor House Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Bat Out Of Hell Red Ale', 'Poor House Brewing Company']",0.99795854,0.002041445,2
45,Bat Out Of Hell Red Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Real McCoy Amber Ale', 'American Amber / Red Ale']","['Bat Out Of Hell Red Ale', 'American Amber / Red Ale']",0.959974,0.04002599,2
46,Bat Out Of Hell Red Ale,Mammoth Brewing Company,American Amber / Red Ale,5.00 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Real McCoy Amber Ale', '4.50 %']","['Bat Out Of Hell Red Ale', '5.00 %']",0.9873329,0.012667126,2
47,Real McCoy Amber Ale,Poor House Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Mammoth Brewing Company', 'American Amber / Red Ale']","['Poor House Brewing Company', 'American Amber / Red Ale']",0.87974954,0.120250426,2
48,Real McCoy Amber Ale,Poor House Brewing Company,American Amber / Red Ale,5.00 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Mammoth Brewing Company', '4.50 %']","['Poor House Brewing Company', '5.00 %']",0.92267126,0.077328764,2
