,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
1,information retrieval from an incomplete data cube c dyreson vldb,,,,"data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,2005.0,"('ltable_title', 'ltable_authors')","[""merge replication in microsoft 's sql server 7.0 sigmod conference 1999"", 'b hammond']","['information retrieval from an incomplete data cube c dyreson vldb', nan]",0.193155,0.806845,2
5,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,"replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,2005.0,"('rtable_title',)","['data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,']","['replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,']",0.10975052,0.8902495,2
6,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,"replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,",,,2005.0,"('rtable_title', 'rtable_authors')","['data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,', 's chaudhuri , k ganjam , v ganti , r kapoor , v']","['replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,', nan]",0.05804878,0.9419512,2
7,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,"replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,2005.0,"('rtable_title', 'rtable_venue')","['data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,', nan]","['replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,', nan]",0.10975052,0.8902495,2
8,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,"replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,,"('rtable_title', 'rtable_year')","['data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,', 2005.0]","['replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,', nan]",0.26287487,0.73712516,2
2,information retrieval from an incomplete data cube c dyreson vldb,,,,"data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,2005.0,"('ltable_title', 'ltable_authors', 'ltable_venue')","[""merge replication in microsoft 's sql server 7.0 sigmod conference 1999"", 'b hammond', nan]","['information retrieval from an incomplete data cube c dyreson vldb', nan, nan]",0.193155,0.806845,3
3,information retrieval from an incomplete data cube c dyreson vldb,,,1996.0,"data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,2005.0,"('ltable_title', 'ltable_authors', 'ltable_year')","[""merge replication in microsoft 's sql server 7.0 sigmod conference 1999"", 'b hammond', nan]","['information retrieval from an incomplete data cube c dyreson vldb', nan, 1996.0]",0.18994793,0.8100521,3
9,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,"replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,",,,2005.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,', 's chaudhuri , k ganjam , v ganti , r kapoor , v', nan]","['replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,', nan, nan]",0.05804878,0.9419512,3
10,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,"replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,', 's chaudhuri , k ganjam , v ganti , r kapoor , v', 2005.0]","['replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,', nan, nan]",0.062232733,0.9377673,3
11,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,"replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,', nan, 2005.0]","['replication : db2 , oracleorsybase , databaseprogramminganddesign , 7 ( 12 ) . reprinted in d stacey sigmod record ,', nan, nan]",0.2628748,0.73712516,3
