,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,nan,nan,nan,nan,nan,18-May-15,Cameras 28-Mar-11,nan,nan,Zedd,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",Dance & Electronic,nan,"May 18 , 2015",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
1,nan,nan,nan,nan,nan,24-Nov-14,Cameras 28-Mar-11,nan,nan,Zedd,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",Dance & Electronic,nan,"May 18 , 2015",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
2,nan,nan,nan,nan,nan,18-May-15,Cameras 28-Mar-11,nan,nan,Zedd,nan,Dance & Electronic,nan,"May 18 , 2015",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
3,nan,nan,nan,"Hip-Hop/Rap , Music , Pop , Dirty South",nan,18-May-15,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,nan,nan,Zedd,nan,Dance & Electronic,nan,"May 18 , 2015","Anything Goes Florida Georgia Line Country October 14 , 2014",nan,0
4,nan,nan,"‰ ãÑ 2012 Big Machine Label Group , LLC",nan,nan,18-May-15,Cameras 28-Mar-11,nan,nan,Zedd,nan,Dance & Electronic,nan,nan,Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
5,nan,nan,nan,nan,nan,18-May-15,Cameras 28-Mar-11,nan,nan,Zedd,nan,Dance & Electronic,nan,nan,Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
6,nan,nan,nan,nan,nan,18-May-15,Cameras 28-Mar-11,nan,nan,Zedd,nan,"Rap & Hip-Hop , Southern Rap , Pop Rap",nan,"May 18 , 2015",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
7,nan,nan,nan,nan,$ 1.29,18-May-15,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,nan,Zedd,nan,Dance & Electronic,nan,"May 18 , 2015","Anything Goes Florida Georgia Line Country October 14 , 2014",nan,1
8,nan,nan,nan,nan,nan,18-May-15,Cameras 28-Mar-11,nan,nan,Mark Ronson,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",Dance & Electronic,nan,"May 18 , 2015",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
9,nan,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,nan,18-May-15,Cameras 28-Mar-11,nan,nan,Zedd,nan,"Rap & Hip-Hop , Southern Rap , Pop Rap",nan,"May 18 , 2015",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,1
