,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,unframed rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('rtable_title',)",['da-plex base rear projection screen - 57 3 4 x 77 video format'],['unframed rear projection screen - 57 3 4 x 77 video format'],0.027647931,0.9723521,2
44,da-plex base rear projection screen - 57 3 4 x,projection screens,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_title', 'ltable_category')","['da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format', 'electronics - general']","['da-plex base rear projection screen - 57 3 4 x', 'projection screens']",0.17305829,0.8269417,2
45,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_category', 'ltable_modelno')","['electronics - general', '27604']","['projection screens', nan]",0.19841479,0.80158526,2
56,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('rtable_title',)",['da-plex base rear projection screen - 57 3 4 x 77 video format'],['da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format'],0.027647939,0.9723521,2
57,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,electronics,da-lite,,2608.99,"('rtable_category',)",['projection screens'],['electronics'],0.27159855,0.7284015,2
58,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics,da-lite,,2608.99,"('rtable_title', 'rtable_category')","['da-plex base rear projection screen - 57 3 4 x 77 video format', 'projection screens']","['da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format', 'electronics']",0.017323716,0.98267627,2
60,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,27604,2608.99,"('rtable_title', 'rtable_modelno')","['da-plex base rear projection screen - 57 3 4 x 77 video format', nan]","['da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format', '27604']",0.09226353,0.9077365,2
61,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,1609.99,"('rtable_title', 'rtable_price')","['da-plex base rear projection screen - 57 3 4 x 77 video format', 2608.99]","['da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format', 1609.99]",0.027647939,0.9723521,2
62,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,electronics,da-lite,,2608.99,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","['electronics', 'da-lite']",0.27159855,0.7284015,2
63,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,electronics,da-lite,27604,2608.99,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","['electronics', '27604']",0.17707081,0.8229292,2
