,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,linksys etherfast,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,178.0,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_name',)",['canon pink 8.0 megapixel powershot digital camera sd1100isp'],['linksys etherfast'],1,0,0.026632782,0.9733672,2
52,,netgear prosafe fs105 ethernet switch fs105na,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_name', 'ltable_price')","['canon pink 8.0 megapixel powershot digital camera sd1100isp', 178.0]","['netgear prosafe fs105 ethernet switch fs105na', nan]",1,0,0.03375252,0.9662475,2
27,,netgear prosafe fs105,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_name', 'ltable_price')","['canon pink 8.0 megapixel powershot digital camera sd1100isp', 178.0]","['netgear prosafe fs105', nan]",1,0,0.092127256,0.90787274,2
28,,canon pink 8.0 megapixel powershot digital camera sd1100isp,netgear fs105 prosafe 5 port 10/100 desktop switch,,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_description', 'ltable_price')","[""canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish"", 178.0]","['netgear fs105 prosafe 5 port 10/100 desktop switch', nan]",1,0,0.17461134,0.82538867,2
30,,netgear prosafe fs105 ethernet,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,178.0,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_name',)",['canon pink 8.0 megapixel powershot digital camera sd1100isp'],['netgear prosafe fs105 ethernet'],1,0,0.025224244,0.97477573,2
31,,canon pink 8.0 megapixel powershot digital camera sd1100isp,netgear fs105 prosafe 5 port 10/100 desktop switch,178.0,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_description',)","[""canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish""]",['netgear fs105 prosafe 5 port 10/100 desktop switch'],1,0,0.24838673,0.75161326,2
32,,netgear prosafe fs105 ethernet,netgear fs105 prosafe 5 port 10/100 desktop switch,178.0,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_name', 'ltable_description')","['canon pink 8.0 megapixel powershot digital camera sd1100isp', ""canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish""]","['netgear prosafe fs105 ethernet', 'netgear fs105 prosafe 5 port 10/100 desktop switch']",1,0,0.23929675,0.76070327,2
33,,netgear prosafe fs105 ethernet,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_name', 'ltable_price')","['canon pink 8.0 megapixel powershot digital camera sd1100isp', 178.0]","['netgear prosafe fs105 ethernet', nan]",1,0,0.044604693,0.95539534,2
34,,canon pink 8.0 megapixel powershot digital camera sd1100isp,netgear fs105 prosafe 5 port 10/100 desktop switch,,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_description', 'ltable_price')","[""canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish"", 178.0]","['netgear fs105 prosafe 5 port 10/100 desktop switch', nan]",1,0,0.17461134,0.82538867,2
36,,netgear prosafe fs105 ethernet switch,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,178.0,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,"('ltable_name',)",['canon pink 8.0 megapixel powershot digital camera sd1100isp'],['netgear prosafe fs105 ethernet switch'],1,0,0.030415144,0.9695849,2
