,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,arrowmounts,tv accessories,nan,84.98,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,arrowmounts,tv mounts,nan,904.95,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
1,arrowmounts,printers,nan,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,arrowmounts,tv mounts,nan,nan,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
2,arrowmounts,tv accessories,nan,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,kodak,tv mounts,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal,1
3,arrowmounts,tv accessories,nan,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,arrowmounts,tv mounts,nan,88.85,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
4,arrowmounts,tv accessories,nan,8.88,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,hp,tv mounts,nan,nan,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
5,arrowmounts,tv accessories,nan,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,arrowmounts,tv mounts,nan,904.95,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
6,arrowmounts,printers,nan,39.99,atrend-bbox a361-12cp b box series speaker,arrowmounts,tv mounts,nan,nan,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
7,arrowmounts,tv accessories,nan,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,arrowmounts,tv mounts,nan,nan,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
8,clickfree,tv accessories,nan,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,arrowmounts,tv mounts,nan,nan,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,1
9,arrowmounts,tv accessories,nan,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,arrowmounts,tv mounts,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal,1
