,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,srs labs analog rca volume leveler,electronics - general,uniden,1360bk,23.98,uniden slimline corded phone with cid cw - un-1260bk,switches,lacie,nan,16.87,0
1,srs labs analog rca volume leveler,tv accessories,uniden,1360bk,23.98,uniden slimline corded phone with cid cw - un-1260bk,switches,lacie,nan,16.87,0
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,uniden,85303,23.98,accell ultraav b101b-003b display port with vga active adapter,corded telephones,da-lite,resl422b-f,84.99,0
3,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,electronics - general,arrowmounts,1360bk,4.87,uniden slimline corded phone with cid cw - un-1260bk,printer accessories,uniden,2455b002,16.87,0
4,srs labs analog rca volume leveler,tv accessories,accell,fva4614,23.98,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,corded telephones,uniden,nan,16.87,0
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,atrend,1360bk,23.98,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black,external hard drives,lenovo,23056,16.87,1
6,srs labs analog rca volume leveler,networking,uniden,a361-12cp,58.0,uniden slimline corded phone with cid cw - un-1260bk,corded telephones,uniden,ktd-ws667 / 8g,16.87,0
7,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,electronics - general,uniden,33250,23.98,uniden slimline corded phone with cid cw - un-1260bk,laminating supplies,pny,gb01959,16.87,0
8,samsung s2 640gb usb 3.0 portable external hard drive red,printers,uniden,ts-a1674r,23.98,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,corded telephones,uniden,nan,16.87,0
9,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,electronics - general,ep memory,33250,23.98,uniden slimline corded phone with cid cw - un-1260bk,laminating supplies,pny,gb01959,16.87,0
