,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,linksys,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung 4 series ln22a451 22 ' lcd tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",399.0,"('ltable_name',)","[""samsung 55 ' series 9 lcd black flat panel hdtv ln55a950""]",['linksys'],1,0,0.09286764,0.9071323,2
72,,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung 4 series ln22a451 22 ' lcd tv,"samsung ln32a550 32 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time piano black",399.0,"('rtable_description',)","[""samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white""]","[""samsung ln32a550 32 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time piano black""]",1,0,0.46353298,0.536467,2
71,,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung ln32a550 32 ' lcd tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",399.0,"('rtable_name',)","[""samsung 4 series ln22a451 22 ' lcd tv""]","[""samsung ln32a550 32 ' lcd tv""]",1,0,0.1703839,0.8296161,2
70,,linksys etherfast,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung 4 series ln22a451 22 ' lcd tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",399.0,"('ltable_name', 'ltable_price')","[""samsung 55 ' series 9 lcd black flat panel hdtv ln55a950"", nan]","['linksys etherfast', nan]",1,0,0.11632343,0.8836765,2
69,,linksys etherfast,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung 4 series ln22a451 22 ' lcd tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",399.0,"('ltable_name',)","[""samsung 55 ' series 9 lcd black flat panel hdtv ln55a950""]",['linksys etherfast'],1,0,0.09096092,0.9090391,2
68,,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung pn58a550 58 ' plasma tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",2294.9,"('rtable_name', 'rtable_price')","[""samsung 4 series ln22a451 22 ' lcd tv"", 399.0]","[""samsung pn58a550 58 ' plasma tv"", 2294.9]",1,0,0.4178582,0.5821418,2
67,,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",399.0,"('rtable_name', 'rtable_description')","[""samsung 4 series ln22a451 22 ' lcd tv"", ""samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white""]","[""samsung pn58a550 58 ' plasma tv"", ""samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black""]",1,0,0.35904762,0.6409524,2
66,,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung pn58a550 58 ' plasma tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",399.0,"('rtable_name',)","[""samsung 4 series ln22a451 22 ' lcd tv""]","[""samsung pn58a550 58 ' plasma tv""]",1,0,0.23672524,0.7632748,2
65,,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung pn50a550 50 ' plasma tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",1499.98,"('rtable_name', 'rtable_price')","[""samsung 4 series ln22a451 22 ' lcd tv"", 399.0]","[""samsung pn50a550 50 ' plasma tv"", 1499.98]",1,0,0.4776601,0.52233994,2
64,,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,samsung pn50a550 50 ' plasma tv,"samsung pn50a550 50 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",399.0,"('rtable_name', 'rtable_description')","[""samsung 4 series ln22a451 22 ' lcd tv"", ""samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white""]","[""samsung pn50a550 50 ' plasma tv"", ""samsung pn50a550 50 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black""]",1,0,0.3396844,0.6603157,2
