,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,hard drives,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,da-lite,projection screens,nan,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
1,nan,tv accessories,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,da-lite,projection screens,nan,134.45,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
2,nan,mp3 accessories,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,mayline,projection screens,nan,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
3,nan,nan,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,iogear,projection screens,nan,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
4,da-lite,nan,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,kingston,projection screens,nan,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
5,nan,nan,nan,56.88,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,da-lite,scanners,nan,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
6,nan,nan,nan,4612.99,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,da-lite,projection screens,nan,nan,kodak esp 7 all-in-one printer 149.29,1
7,nan,nan,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,da-lite,projection screens,nan,46.99,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
8,nan,nan,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,da-lite,scanners,nan,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
9,nan,nan,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,mayline,projection screens,nan,34.99,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,1
