,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,belkin neoprene sleeve for macbook air f8n065blk,nan,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",belkin neoprene sleeve for macbook air neoprene black,289.95,1
1,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",belkin neoprene sleeve for macbook air f8n065blk,nan,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",belkin neoprene sleeve for macbook air neoprene black,289.95,1
2,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,canon silver 8.0 megapixel powershot digital camera sd1100is,599.0,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",canon powershot sd1100 is digital elph camera swing silver 2508b001,289.95,1
3,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",belkin neoprene sleeve for macbook air f8n065blk,nan,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",belkin neoprene sleeve for macbook air neoprene black,461.96,1
4,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,canon silver 8.0 megapixel powershot digital camera sd1100is,nan,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",canon powershot sd1100 is digital elph camera swing silver 2508b001,289.95,1
5,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",canon silver 8.0 megapixel powershot digital camera sd1100is,599.0,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",canon powershot sd1100 is digital elph camera swing silver 2508b001,289.95,1
6,sony bravia theater black micro system davis50b 5.1-channel surround sound golf ball-sized speakers compact design s-air digital wireless capability hdmi connectivity bravia sync digital cinema sound ( dcs ) technology s-master digital amplifier portable audio enhancer black finish,canon pixma multifunction printer mx310,89.0,leather black,canon dc310 digital camcorder 2694b001,461.96,1
7,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",belkin neoprene sleeve for macbook air f8n065blk,nan,toshiba sd-p71s 7 ' portable dvd player,belkin neoprene sleeve for macbook air neoprene black,461.96,1
8,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,canon silver 8.0 megapixel powershot digital camera sd1100is,599.0,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",canon powershot sd1100 is digital elph camera swing silver 2508b001,289.95,1
9,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",canon pixma multifunction printer mx310,39.95,16:9 2.7 ' hybrid lcd,canon dc310 digital camcorder 2694b001,289.95,1
