,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,philip a. bernstein,very large data bases,2000,"('rtable_authors',)","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya']",['philip a. bernstein'],0.44877613,0.5512239,2
63,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",international conference on management of data,1998,"('rtable_venue', 'rtable_year')","['very large data bases', 2000]","['international conference on management of data', 1998]",0.0056070075,0.994393,2
62,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",very large data bases,1998,"('rtable_authors', 'rtable_year')","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 2000]","['yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla', 1998]",0.006353346,0.99364674,2
61,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",international conference on management of data,2000,"('rtable_authors', 'rtable_venue')","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 'very large data bases']","['yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla', 'international conference on management of data']",0.012147891,0.9878521,2
60,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,1998,"('rtable_year',)",[2000],[1998],0.0031402453,0.9968598,2
59,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",international conference on management of data,2000,"('rtable_venue',)",['very large data bases'],['international conference on management of data'],0.005865661,0.99413437,2
58,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",very large data bases,2000,"('rtable_authors',)","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya']","['yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla']",0.0063836006,0.99361634,2
96,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,sumit ganguly,very large data bases,2000,"('rtable_authors',)","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya']",['sumit ganguly'],0.006816507,0.99318355,2
97,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_venue',)",['very large data bases'],['very large data bases'],0.0031299668,0.99687,2
65,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"c.-y . chan , p. felber , m. garofalakis , r. rastogi",very large data bases,2000,"('rtable_authors',)","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya']","['c.-y . chan , p. felber , m. garofalakis , r. rastogi']",0.023195056,0.9768049,2
98,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,1998,"('rtable_year',)",[2000],[1998],0.0031402453,0.9968598,2
52,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_venue', 'rtable_year')","['very large data bases', 2000]","['very large data bases', 2000]",0.0031299668,0.99687,2
51,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_authors', 'rtable_year')","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 2000]","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 2000]",0.0031299668,0.99687,2
50,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_authors', 'rtable_venue')","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 'very large data bases']","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 'very large data bases']",0.0031299668,0.99687,2
49,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_title', 'rtable_year')","['automated selection of materialized views and indexes in sql databases', 2000]","['automated selection of materialized views and indexes in sql databases', 2000]",0.0031299668,0.99687,2
48,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_title', 'rtable_venue')","['automated selection of materialized views and indexes in sql databases', 'very large data bases']","['automated selection of materialized views and indexes in sql databases', 'very large data bases']",0.0031299668,0.99687,2
47,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_title', 'rtable_authors')","['automated selection of materialized views and indexes in sql databases', 'sanjay agrawal , surajit chaudhuri , vivek r. narasayya']","['automated selection of materialized views and indexes in sql databases', 'sanjay agrawal , surajit chaudhuri , vivek r. narasayya']",0.0031299668,0.99687,2
46,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_year',)",[2000],[2000],0.0031299626,0.9968701,2
89,automated selection of materialized views and indexes in sql databases,"kotagiri ramamohanarao , alistair moffat , justin zobel",vldb,1996,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('ltable_authors', 'ltable_year')","['surajit chaudhuri , sanjay agrawal , vivek r. narasayya', 2000]","['kotagiri ramamohanarao , alistair moffat , justin zobel', 1996]",0.0037748988,0.9962251,2
99,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,sumit ganguly,very large data bases,2000,"('rtable_authors', 'rtable_venue')","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 'very large data bases']","['sumit ganguly', 'very large data bases']",0.006816507,0.99318355,2
44,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('rtable_authors',)","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya']","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya']",0.0031299668,0.99687,2
66,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",the vldb journal -- the international journal on very large data bases,2000,"('rtable_venue',)",['very large data bases'],['the vldb journal -- the international journal on very large data bases'],0.010874684,0.9891254,2
68,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases,"c.-y . chan , p. felber , m. garofalakis , r. rastogi",very large data bases,2002,"('rtable_authors', 'rtable_year')","['sanjay agrawal , surajit chaudhuri , vivek r. narasayya', 2000]","['c.-y . chan , p. felber , m. garofalakis , r. rastogi', 2002]",0.022149159,0.97785085,2
88,automated selection of materialized views and indexes in sql databases,"kotagiri ramamohanarao , alistair moffat , justin zobel",sigmod record,2000,automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",very large data bases,2000,"('ltable_authors', 'ltable_venue')","['surajit chaudhuri , sanjay agrawal , vivek r. narasayya', 'vldb']","['kotagiri ramamohanarao , alistair moffat , justin zobel', 'sigmod record']",0.005884649,0.99411535,2
