,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,20 Minutes ( Feat . Goldie Loc ) [ Explicit ],Florida Georgia Line,Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014","('rtable_Song_Name',)",['Anything Goes'],['20 Minutes ( Feat . Goldie Loc ) [ Explicit ]'],0.99999714,2.8401082e-06,2
779,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Anything Goes,"Southern Country Muzik , Camo Collins , Ben Coondog Tice , Dj Cannon Banyon & Stephen Lemmons",Anything Goes,"Country , Rap & Hip-Hop",$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014","('rtable_Artist_Name', 'rtable_Genre')","['Florida Georgia Line', 'Country']","['Southern Country Muzik , Camo Collins , Ben Coondog Tice , Dj Cannon Banyon & Stephen Lemmons', 'Country , Rap & Hip-Hop']",0.96844256,0.031557385,2
778,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Anything Goes,"Southern Country Muzik , Camo Collins , Ben Coondog Tice , Dj Cannon Banyon & Stephen Lemmons",Southern Country 4.5 Hosted by Charlie Farley,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014","('rtable_Artist_Name', 'rtable_Album_Name')","['Florida Georgia Line', 'Anything Goes']","['Southern Country Muzik , Camo Collins , Ben Coondog Tice , Dj Cannon Banyon & Stephen Lemmons', 'Southern Country 4.5 Hosted by Charlie Farley']",0.9951572,0.004842738,2
777,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Its Going Down ( feat . Cap Bailey ),Florida Georgia Line,Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"November 30 , 2014","('rtable_Song_Name', 'rtable_Released')","['Anything Goes', 'October 14 , 2014']","['Its Going Down ( feat . Cap Bailey )', 'November 30 , 2014']",0.83579504,0.16420501,2
776,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Its Going Down ( feat . Cap Bailey ),Florida Georgia Line,Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:55,"October 14 , 2014","('rtable_Song_Name', 'rtable_Time')","['Anything Goes', '3:38']","['Its Going Down ( feat . Cap Bailey )', '3:55']",0.8122027,0.18779728,2
775,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Its Going Down ( feat . Cap Bailey ),Florida Georgia Line,Anything Goes,Country,$ 1.29,"2014 TRAPTAPE MUSIC , LLC",3:38,"October 14 , 2014","('rtable_Song_Name', 'rtable_CopyRight')","['Anything Goes', '( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )']","['Its Going Down ( feat . Cap Bailey )', '2014 TRAPTAPE MUSIC , LLC']",0.852095,0.14790495,2
774,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Its Going Down ( feat . Cap Bailey ),Florida Georgia Line,Anything Goes,Country,$ 0.99,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014","('rtable_Song_Name', 'rtable_Price')","['Anything Goes', '$ 1.29']","['Its Going Down ( feat . Cap Bailey )', '$ 0.99']",0.671628,0.32837197,2
773,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Its Going Down ( feat . Cap Bailey ),Florida Georgia Line,Anything Goes,"Country , Rap & Hip-Hop",$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014","('rtable_Song_Name', 'rtable_Genre')","['Anything Goes', 'Country']","['Its Going Down ( feat . Cap Bailey )', 'Country , Rap & Hip-Hop']",0.83217645,0.16782358,2
772,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Its Going Down ( feat . Cap Bailey ),Florida Georgia Line,Southern Country 4.5 Hosted by Charlie Farley,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014","('rtable_Song_Name', 'rtable_Album_Name')","['Anything Goes', 'Anything Goes']","['Its Going Down ( feat . Cap Bailey )', 'Southern Country 4.5 Hosted by Charlie Farley']",0.9744013,0.025598759,2
771,Anything Goes,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:39,14-Oct-14,Its Going Down ( feat . Cap Bailey ),"Southern Country Muzik , Camo Collins , Ben Coondog Tice , Dj Cannon Banyon & Stephen Lemmons",Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014","('rtable_Song_Name', 'rtable_Artist_Name')","['Anything Goes', 'Florida Georgia Line']","['Its Going Down ( feat . Cap Bailey )', 'Southern Country Muzik , Camo Collins , Ben Coondog Tice , Dj Cannon Banyon & Stephen Lemmons']",0.9230127,0.07698731,2
