,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,oritalia,' 1915 fillmore st. ',` san francisco ',310/659 -6919,italian,501.0,` trio cafe ',' 1870 fillmore st. ',` w. hollywood ',415-563-2248,american,749.0,1
1,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,501.0,` trio cafe ',' 9001 santa monica blvd. ',` san francisco ',415-563-2248,american,749.0,0
2,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501.0,` trio cafe ',' 1870 fillmore st. ',` san francisco ',702-893-0703,american,60.0,1
3,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501.0,` palace court ',' 1870 fillmore st. ',` san francisco ',702-731-7110,american,749.0,0
4,oritalia,' 1915 fillmore st. ',` san francisco ',404/874 -2626,italian,501.0,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,american,24.0,1
5,oritalia,' 1915 fillmore st. ',` los angeles ',415/346 -1333,italian,501.0,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,continental,749.0,1
6,oritalia,' 1915 fillmore st. ',` san francisco ',213/938 -2863,italian,501.0,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,american,749.0,1
7,oritalia,' 1915 fillmore st. ',` san francisco ',213/937 -5733,italian,501.0,` trio cafe ',' 1870 fillmore st. ',` santa monica ',415-563-2248,american,749.0,1
8,oritalia,' 205 e. 45th st. ',` san francisco ',415/346 -1333,italian,501.0,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,seafood,749.0,1
9,oritalia,' 1915 fillmore st. ',` san francisco ',310/399 -4800,italian,501.0,` trio cafe ','67 n. raymond ave. ',` san francisco ',415-563-2248,american,749.0,1
