,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
74,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 7313 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_addr', 'rtable_phone')","[""' 6703 melrose ave. '"", '213-857-0034']","[""' 7313 melrose ave. '"", '213/937 -5733']",1,0,0.0078297155,0.9921703,2
107,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',`,213/937 -5733,californian,6,"('rtable_city', 'rtable_phone')","[""` los angeles '"", '213-857-0034']","['`', '213/937 -5733']",1,0,0.1086217,0.89137834,2
106,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 7313 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_addr', 'rtable_phone')","[""' 6703 melrose ave. '"", '213-857-0034']","[""' 7313 melrose ave. '"", '213/937 -5733']",1,0,0.0078297155,0.9921703,2
105,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` tommy tang \ 's ',' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_name', 'rtable_phone')","['citrus', '213-857-0034']","[""` tommy tang \\ 's '"", '213/937 -5733']",1,0,0.0063305204,0.99366945,2
104,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_phone',)",['213-857-0034'],['213/937 -5733'],1,0,0.15155959,0.84844035,2
178,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` tommy tang \ 's ',' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_name', 'rtable_phone')","['citrus', '213-857-0034']","[""` tommy tang \\ 's '"", '213/937 -5733']",1,0,0.0063305204,0.99366945,2
179,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 7313 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_addr', 'rtable_phone')","[""' 6703 melrose ave. '"", '213-857-0034']","[""' 7313 melrose ave. '"", '213/937 -5733']",1,0,0.0078297155,0.9921703,2
76,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,asian,6,"('rtable_phone', 'rtable_res_type')","['213-857-0034', 'californian']","['213/937 -5733', 'asian']",1,0,0.010741576,0.98925847,2
181,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,asian,6,"('rtable_phone', 'rtable_res_type')","['213-857-0034', 'californian']","['213/937 -5733', 'asian']",1,0,0.010741576,0.98925847,2
40,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_phone',)",['213-857-0034'],['213/937 -5733'],1,0,0.15155958,0.84844035,2
41,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` tommy tang \ 's ',' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_name', 'rtable_phone')","['citrus', '213-857-0034']","[""` tommy tang \\ 's '"", '213/937 -5733']",1,0,0.0063305204,0.99366945,2
42,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,',` los angeles ',213/937 -5733,californian,6,"('rtable_addr', 'rtable_phone')","[""' 6703 melrose ave. '"", '213-857-0034']","[""'"", '213/937 -5733']",1,0,0.15726972,0.8427303,2
108,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,asian,6,"('rtable_phone', 'rtable_res_type')","['213-857-0034', 'californian']","['213/937 -5733', 'asian']",1,0,0.010741576,0.98925847,2
43,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_city', 'rtable_phone')","[""` los angeles '"", '213-857-0034']","[""` los angeles '"", '213/937 -5733']",1,0,0.03953358,0.9604664,2
45,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,167,"('rtable_phone', 'rtable_class')","['213-857-0034', 6]","['213/937 -5733', 167]",1,0,0.09847319,0.9015268,2
182,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,167,"('rtable_phone', 'rtable_class')","['213-857-0034', 6]","['213/937 -5733', 167]",1,0,0.09847319,0.9015268,2
214,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,167,"('rtable_phone', 'rtable_class')","['213-857-0034', 6]","['213/937 -5733', 167]",1,0,0.09847319,0.9015268,2
213,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,asian,6,"('rtable_phone', 'rtable_res_type')","['213-857-0034', 'californian']","['213/937 -5733', 'asian']",1,0,0.010741576,0.98925847,2
212,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_city', 'rtable_phone')","[""` los angeles '"", '213-857-0034']","[""` los angeles '"", '213/937 -5733']",1,0,0.03953358,0.9604664,2
211,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 7313 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_addr', 'rtable_phone')","[""' 6703 melrose ave. '"", '213-857-0034']","[""' 7313 melrose ave. '"", '213/937 -5733']",1,0,0.0078297155,0.9921703,2
210,,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` tommy tang \ 's,' 6703 melrose ave. ',` los angeles ',213/937 -5733,californian,6,"('rtable_name', 'rtable_phone')","['citrus', '213-857-0034']","[""` tommy tang \\ 's"", '213/937 -5733']",1,0,0.01562812,0.98437184,2
