,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,iogear,networking,gbu421w6,14.84,los angeles lakers ipod touch 4g hard case,iogear,computers accessories,ts-a1683r,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
1,iogear,networking,gbu421w6,14.84,san francisco 49ers camera case,iogear,computers accessories,01g-p3-1452-tr,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
2,iogear,networking,gbu421w6,14.84,iogear gbu421w6 bluetooth usb micro adapter,iogear,printers,01g-p3-1452-tr,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
3,iogear,networking,gbu421w6,14.84,iogear gbu421w6 bluetooth usb micro adapter,iogear,computers accessories,ktd-ws667 / 8g,15.17,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,0
4,iogear,networking,gbu421w6,17.13,iogear gbu421w6 bluetooth usb micro adapter,iogear,computers accessories,b101b-003b,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
5,iogear,networking,q3675a,14.84,iogear gbu421w6 bluetooth usb micro adapter,da-lite,computers accessories,gbu421w6,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
6,iogear,electronics - general,gbu421w6,14.84,iogear gbu421w6 bluetooth usb micro adapter,iogear,computers accessories,icon4-blk,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
7,iogear,networking,gbu421w6,14.84,iogear gbu421w6 bluetooth usb micro adapter,iogear,computers accessories,01g-p3-1452-tr,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
8,arrowmounts,networking,gbu421w6,14.84,iogear gbu421w6 bluetooth usb micro adapter,iogear,computers accessories,ce285a,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
9,iogear,networking,gbu421w6,14.84,iogear gbu421w6 bluetooth usb micro adapter,iogear,computers accessories,a362-12cp,15.17,iogear bluetooth usb 2.1 micro adapter with tri-language package black,0
