,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat","l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,"('rtable_title',)",['cmd : a multidimensional declustering method for parallel database systems'],"['olap , relational , and multidimensional database systems g colliat']",0.0021216979,0.9978783,2
1,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat",,"proceedings of international conference on vldb , august ,",,"('rtable_title', 'rtable_authors')","['cmd : a multidimensional declustering method for parallel database systems', 'l jianzhong , j srivastava , d rotem']","['olap , relational , and multidimensional database systems g colliat', nan]",0.000163743,0.9998362,2
2,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat","l jianzhong , j srivastava , d rotem","sigmod record ,",,"('rtable_title', 'rtable_venue')","['cmd : a multidimensional declustering method for parallel database systems', 'proceedings of international conference on vldb , august ,']","['olap , relational , and multidimensional database systems g colliat', 'sigmod record ,']",0.00028855115,0.99971145,2
3,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat","l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",1996.0,"('rtable_title', 'rtable_year')","['cmd : a multidimensional declustering method for parallel database systems', nan]","['olap , relational , and multidimensional database systems g colliat', 1996.0]",0.002367223,0.99763274,2
8,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"amalgamating knowledge bases , univ vs subrahmanian",,"proceedings of international conference on vldb , august ,",,"('rtable_title', 'rtable_authors')","['cmd : a multidimensional declustering method for parallel database systems', 'l jianzhong , j srivastava , d rotem']","['amalgamating knowledge bases , univ vs subrahmanian', nan]",0.25327343,0.7467266,2
10,nd-sql : a multi-dimensional language for interoperability and olap vldb 1998,"f gingras , l lakshmanan",,,cmd : a multidimensional declustering method for parallel database systems,"l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,"('ltable_title', 'ltable_authors')","['olap , relational , and multidimensional database systems g colliat sigmod record 1996', nan]","['nd-sql : a multi-dimensional language for interoperability and olap vldb 1998', 'f gingras , l lakshmanan']",0.42025456,0.5797454,2
4,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat",,"sigmod record ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['cmd : a multidimensional declustering method for parallel database systems', 'l jianzhong , j srivastava , d rotem', 'proceedings of international conference on vldb , august ,']","['olap , relational , and multidimensional database systems g colliat', nan, 'sigmod record ,']",8.2659295e-05,0.9999174,3
5,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat",,"proceedings of international conference on vldb , august ,",1996.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['cmd : a multidimensional declustering method for parallel database systems', 'l jianzhong , j srivastava , d rotem', nan]","['olap , relational , and multidimensional database systems g colliat', nan, 1996.0]",0.00027698613,0.999723,3
6,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat","l jianzhong , j srivastava , d rotem","sigmod record ,",1996.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['cmd : a multidimensional declustering method for parallel database systems', 'proceedings of international conference on vldb , august ,', nan]","['olap , relational , and multidimensional database systems g colliat', 'sigmod record ,', 1996.0]",0.00096551765,0.9990345,3
9,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"amalgamating knowledge bases , univ vs subrahmanian",,"proceedings of international conference on vldb , august ,",1992.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['cmd : a multidimensional declustering method for parallel database systems', 'l jianzhong , j srivastava , d rotem', nan]","['amalgamating knowledge bases , univ vs subrahmanian', nan, 1992.0]",0.290605,0.709395,3
11,nd-sql : a multi-dimensional language for interoperability and olap vldb 1998,"f gingras , l lakshmanan",,,cmd : a multidimensional declustering method for parallel database systems,"l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,"('ltable_title', 'ltable_authors', 'ltable_venue')","['olap , relational , and multidimensional database systems g colliat sigmod record 1996', nan, nan]","['nd-sql : a multi-dimensional language for interoperability and olap vldb 1998', 'f gingras , l lakshmanan', nan]",0.42025456,0.5797454,3
12,nd-sql : a multi-dimensional language for interoperability and olap vldb 1998,"f gingras , l lakshmanan",,,cmd : a multidimensional declustering method for parallel database systems,"l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,"('ltable_title', 'ltable_authors', 'ltable_year')","['olap , relational , and multidimensional database systems g colliat sigmod record 1996', nan, nan]","['nd-sql : a multi-dimensional language for interoperability and olap vldb 1998', 'f gingras , l lakshmanan', nan]",0.42025456,0.5797454,3
14,"starts : stanford proposal for internet meta-searching ( experience paper ) l gravano , k chang , h garcia-molina , a paepcke",,sigmod conference,1997.0,cmd : a multidimensional declustering method for parallel database systems,"l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,"('ltable_title', 'ltable_venue', 'ltable_year')","['olap , relational , and multidimensional database systems g colliat sigmod record 1996', nan, nan]","['starts : stanford proposal for internet meta-searching ( experience paper ) l gravano , k chang , h garcia-molina , a paepcke', 'sigmod conference', 1997.0]",0.34294054,0.6570595,3
7,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational , and multidimensional database systems g colliat",,"sigmod record ,",1996.0,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['cmd : a multidimensional declustering method for parallel database systems', 'l jianzhong , j srivastava , d rotem', 'proceedings of international conference on vldb , august ,', nan]","['olap , relational , and multidimensional database systems g colliat', nan, 'sigmod record ,', 1996.0]",0.00011362832,0.9998864,4
13,nd-sql : a multi-dimensional language for interoperability and olap vldb 1998,"f gingras , l lakshmanan",,,cmd : a multidimensional declustering method for parallel database systems,"l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","['olap , relational , and multidimensional database systems g colliat sigmod record 1996', nan, nan, nan]","['nd-sql : a multi-dimensional language for interoperability and olap vldb 1998', 'f gingras , l lakshmanan', nan, nan]",0.42025456,0.5797454,4
15,"starts : stanford proposal for internet meta-searching ( experience paper ) l gravano , k chang , h garcia-molina , a paepcke",,sigmod conference,1997.0,cmd : a multidimensional declustering method for parallel database systems,"l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","['olap , relational , and multidimensional database systems g colliat sigmod record 1996', nan, nan, nan]","['starts : stanford proposal for internet meta-searching ( experience paper ) l gravano , k chang , h garcia-molina , a paepcke', nan, 'sigmod conference', 1997.0]",0.34294054,0.6570595,4
