,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sony silver minidv handycam camcorder dcrhc52,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,,1098.72,"('ltable_name',)","[""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100""]",['sony silver minidv handycam camcorder dcrhc52'],0.4263597,0.57364035,2
1,sony silver minidv handycam camcorder dcrhc52,sony silver minidv handycam camcorder dcrhc52 680k pixels imager carl zeiss vario-tessar lens 40x optical zoom and 2000x digital zoom 2.5 ' touch panel lcd display super steadyshot image stabilization super nightshot plus technology easy handycam button fader effects manual focus multi-language menu silver finish,,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,,1098.72,"('ltable_name', 'ltable_description')","[""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100"", ""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish""]","['sony silver minidv handycam camcorder dcrhc52', ""sony silver minidv handycam camcorder dcrhc52 680k pixels imager carl zeiss vario-tessar lens 40x optical zoom and 2000x digital zoom 2.5 ' touch panel lcd display super steadyshot image stabilization super nightshot plus technology easy handycam button fader effects manual focus multi-language menu silver finish""]",0.42907766,0.5709223,2
2,sony silver minidv handycam camcorder dcrhc52,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,,1098.72,"('ltable_name', 'ltable_price')","[""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100"", nan]","['sony silver minidv handycam camcorder dcrhc52', nan]",0.4263597,0.57364035,2
4,sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,sony bravia dav-is50 / b home theater system,"dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii",1098.72,"('rtable_name', 'rtable_description')","['sony 42in bravia lcd v-series 1080p hdtv kdl42v4100', nan]","['sony bravia dav-is50 / b home theater system', 'dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii']",0.3956783,0.6043217,2
6,sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,sony bravia dav-hdx576wf home theater system,"dvd player , amplifier , 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby pro logic ii",1098.72,"('rtable_name', 'rtable_description')","['sony 42in bravia lcd v-series 1080p hdtv kdl42v4100', nan]","['sony bravia dav-hdx576wf home theater system', 'dvd player , amplifier , 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby pro logic ii']",0.3063167,0.69368327,2
8,sony bravia home theater system davhdx275,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,,1098.72,"('ltable_name',)","[""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100""]",['sony bravia home theater system davhdx275'],0.44226933,0.5577307,2
9,sony bravia home theater system davhdx275,sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish,,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,,1098.72,"('ltable_name', 'ltable_description')","[""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100"", ""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish""]","['sony bravia home theater system davhdx275', 'sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish']",0.37275696,0.62724304,2
10,sony bravia home theater system davhdx275,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,,1098.72,"('ltable_name', 'ltable_price')","[""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100"", nan]","['sony bravia home theater system davhdx275', nan]",0.44226933,0.5577307,2
3,sony silver minidv handycam camcorder dcrhc52,sony silver minidv handycam camcorder dcrhc52 680k pixels imager carl zeiss vario-tessar lens 40x optical zoom and 2000x digital zoom 2.5 ' touch panel lcd display super steadyshot image stabilization super nightshot plus technology easy handycam button fader effects manual focus multi-language menu silver finish,,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,,1098.72,"('ltable_name', 'ltable_description', 'ltable_price')","[""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100"", ""sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish"", nan]","['sony silver minidv handycam camcorder dcrhc52', ""sony silver minidv handycam camcorder dcrhc52 680k pixels imager carl zeiss vario-tessar lens 40x optical zoom and 2000x digital zoom 2.5 ' touch panel lcd display super steadyshot image stabilization super nightshot plus technology easy handycam button fader effects manual focus multi-language menu silver finish"", nan]",0.42907766,0.5709223,3
5,sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,sony bravia dav-is50 / b home theater system,"dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii",,"('rtable_name', 'rtable_description', 'rtable_price')","['sony 42in bravia lcd v-series 1080p hdtv kdl42v4100', nan, 1098.72]","['sony bravia dav-is50 / b home theater system', 'dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii', nan]",0.44983658,0.55016345,3
