,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Nils Oscar Slayer 666 Red Ale,Hollywood Beach Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name',)",['Hollywood Beach Red Tide Amber Ale'],['Nils Oscar Slayer 666 Red Ale'],0.15619712,0.84380287,2
38,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Berghoff Reppin _ Red Ale,Stevens Point Brewery,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Hollywood Beach Red Tide Amber Ale', 'Hollywood Beach Brewing Company']","['Berghoff Reppin _ Red Ale', 'Stevens Point Brewery']",0.34568572,0.6543143,2
42,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Sly Fox M. Bier Amber,Hollywood Beach Brewing Company,American Pale Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Hollywood Beach Red Tide Amber Ale', 'Amber Ale']","['Sly Fox M. Bier Amber', 'American Pale Ale']",0.27045524,0.72954476,2
33,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Hollywood Beach Red Tide Amber Ale,Blue Heron Brewpub,American Pale Ale,5.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Hollywood Beach Brewing Company', 'Amber Ale']","['Blue Heron Brewpub', 'American Pale Ale']",0.3197685,0.6802316,2
32,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Blue Heron Brewpub,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Hollywood Beach Red Tide Amber Ale', 'Hollywood Beach Brewing Company']","['Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;', 'Blue Heron Brewpub']",0.13513869,0.8648613,2
43,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Sly Fox M. Bier Amber,Hollywood Beach Brewing Company,Amber Ale,5.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['Hollywood Beach Red Tide Amber Ale', '5.20 %']","['Sly Fox M. Bier Amber', '5.70 %']",0.37984207,0.6201579,2
27,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Archers Single Hop Amber Ale,Hollywood Beach Brewing Company,Amber Ale,4 %,"('rtable_Beer_Name', 'rtable_ABV')","['Hollywood Beach Red Tide Amber Ale', '5.20 %']","['Archers Single Hop Amber Ale', '4 %']",0.22017491,0.7798251,2
26,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Archers Single Hop Amber Ale,Hollywood Beach Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Hollywood Beach Red Tide Amber Ale', 'Amber Ale']","['Archers Single Hop Amber Ale', 'Amber Ale']",0.18931752,0.8106825,2
25,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Archers Single Hop Amber Ale,Evan Evans,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Hollywood Beach Red Tide Amber Ale', 'Hollywood Beach Brewing Company']","['Archers Single Hop Amber Ale', 'Evan Evans']",0.1645587,0.83544135,2
24,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Archers Single Hop Amber Ale,Hollywood Beach Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name',)",['Hollywood Beach Red Tide Amber Ale'],['Archers Single Hop Amber Ale'],0.18931752,0.8106825,2
